Province,Type,Name,Tel,Longitude,Latitude
Mpumalanga,Clinic,Botleng Clinic,013-3665513,28.694385,-26.129975
Mpumalanga,Clinic,Botleng Extension 3 Clinic,013-6658928,28.694508,-26.104772
Mpumalanga,Clinic,Boulders Clinic,084-5041709,31.307272,-25.553293
Mpumalanga,Clinic,Bourkes Luck Clinic,137616904,30.8107,-24.6804
Mpumalanga,Clinic,Breyten Clinic,017-861-3913,29.980364,-26.30575
Mpumalanga,Clinic,Brondal Clinic,013-7553713,30.840399,-25.353814
Mpumalanga,Clinic,Brooklyn Clinic,013-7950519,30.992796,-24.600014
Mpumalanga,Clinic,Buffelshoek Clinic,013-7950517,31.128889,-24.633703
Mpumalanga,CHC,Buffelspruit CHC,013-7812136,31.521009,-25.658887
Mpumalanga,Clinic,Calcutta Clinic,013-7087914,31.218563,-24.972661
Mpumalanga,Clinic,Carolina Clinic,017-843-3023,30.115,-26.0669
Mpumalanga,Clinic,Casteel Clinic,013-7778100,31.031308,-24.721393
Mpumalanga,Clinic,Cathyville Clinic,073-9771392,31.038896,-25.777204
Mpumalanga,Clinic,Chrissiesmeer/Kwachibikhulu Clinic,017-847-0349,30.224263,-26.277081
Mpumalanga,Clinic,Clau Clau Clinic,082-2231076,31.162629,-25.363907
Mpumalanga,Clinic,Cork Clinic,013-7086047,31.310834,-24.956231
Mpumalanga,Clinic,Cottondale Clinic,013-7950647,31.148866,-24.616136
Mpumalanga,Clinic,Cunningmoore Clinic,137087916,31.213733,-24.899188
Mpumalanga,CHC,Daggakraal/Thembalokuphila CHC,017-753-9033,29.966514,-27.12882
Mpumalanga,Clinic,Davel Clinic,073-0442598,29.6611,-26.4612
Mpumalanga,Clinic,De Beersput Clinic,013-975-7000,28.862495,-25.049622
Mpumalanga,Clinic,Delmas Clinic,013-6656086,28.68707,-26.14965
Mpumalanga,Clinic,Derby/Rustplaas Clinic,017-826-6931,30.760139,-26.90695
Mpumalanga,Clinic,Diepdale Clinic,017-889-5121,30.798862,-26.462592
Mpumalanga,Clinic,Dingledale Clinic,013-7739908,31.17591,-24.68174
Mpumalanga,CHC,Diphalane (Pankop) CHC,071-1344751,28.416494,-25.168426
Mpumalanga,Clinic,Dirkiesdorp Clinic,017-730-0277,30.402979,-27.177242
Mpumalanga,Clinic,Dludluma Clinic,013-7808000,31.95712,-25.659583
Mpumalanga,Clinic,Doornkop Clinic,013-245-9923,29.432491,-25.592405
Mpumalanga,CHC,Driefontein New Stands CHC,017-820-5211,30.417227,-26.998573
Mpumalanga,Clinic,Driefontein Old Stands Clinic,082-810-9333,30.452342,-26.981646
Mpumalanga,Clinic,Driekoppies Clinic,076-7253286,31.55605,-25.695123
Mpumalanga,CHC,Dundonald CHC,017-887-5768,30.828398,-26.236677
Mpumalanga,Clinic,Dwaleni Clinic,013-7963210,31.096925,-25.361255
Mpumalanga,CHC,Dwarsloop Clinic,013-7974908,31.042745,-24.767104
Mpumalanga,Clinic,Eastdene Clinic,013-249-7285,29.480138,-25.771489
Mpumalanga,Clinic,Edinburg Clinic,013-7739907,29.78,-23.72
Mpumalanga,Clinic,Eerstehoek Clinic,082-3481651,30.791534,-26.051414
Mpumalanga,Clinic,Elandsfontein Clinic,013-7698913,30.761791,-24.621798
Mpumalanga,CHC,Embalenhle CHC,017-685-4080,29.074446,-26.540503
Mpumalanga,Clinic,Empilweni Clinic,013-945-6929,28.772582,-25.420607
Mpumalanga,Clinic,Emthonjeni Clinic (Machadodorp),013-256-0186,30.249473,-25.697748
Mpumalanga,Clinic,Emthonjeni Clinic (Msukaligwa),073-6474092,29.97,-26.52
Mpumalanga,Clinic,Emzinoni Clinic,017-6243098,29.431488,-26.49965
Mpumalanga,Clinic,Entombe Clinic,034-995-9958,30.7562,-27.2859
Mpumalanga,Clinic,Ermelo Clinic,082-2989536,29.988706,-26.525226
Mpumalanga,Clinic,Ethandakukhanya Clinic,083-6679130,30.75,-27.28
Mpumalanga,Clinic,Evander Clinic,017-620-6313,29.110696,-26.471471
Mpumalanga,Clinic,Ezamokuhle Clinic,017-753-1509,29.849381,-27.000609
Mpumalanga,Clinic,Eziweni Clinic,013-7942757,31.1811,-25.413
Mpumalanga,Clinic,Fernie 1 Clinic,017-888-0105,30.794898,-26.397785
Mpumalanga,Clinic,Fernie 2 Clinic,017-888-0823,30.774011,-26.418015
Mpumalanga,Clinic,Fig Tree Clinic,137820205,31.85256,-25.813042
Mpumalanga,Clinic,Gemsbokspruit Clinic,013-945-8105,28.875504,-25.404099
Mpumalanga,Clinic,Glenthorpe Clinic,013-7126612,30.842534,-25.73028
Mpumalanga,Clinic,Glory Hill Clinic,013-7672108,30.484166,-24.558575
Mpumalanga,Clinic,Goederede Clinic,013-983-8927,29.074352,-25.307534
Mpumalanga,Clinic,Gottenburg Clinic,013-7750508,31.410534,-24.636356
Mpumalanga,Clinic,Greylingstad Clinic,017-778-0243,28.748839,-26.745998
Mpumalanga,CHC,Grootvlei CHC,017-779-0079,28.504779,-26.800535
Mpumalanga,Clinic,Gutshwa Clinic,013-7964126,31.151656,-25.309243
Mpumalanga,Clinic,Haakdoringlaagte Clinic,013-973-4975,28.870335,-24.969347
Mpumalanga,Clinic,Harmony Hill Clinic,013-7644909,30.789732,-25.09987
Mpumalanga,Clinic,Hartebeeskop Clinic,013-947-9016,30.902127,-26.168915
Mpumalanga,Clinic,Hazyview Clinic,013-7377191,31.126703,-25.043975
Mpumalanga,Clinic,Hendrina Clinic,013-293-0910,29.715786,-26.160698
Mpumalanga,Clinic,Hlalanikahle Clinic,084-4509704,29.123769,-25.846735
Mpumalanga,Clinic,Hluvukani Clinic,013-7750002,31.34805,-24.647836
Mpumalanga,Clinic,Islington Clinic,013-7355055,31.258273,-24.62567
Mpumalanga,CHC,Iswepe CHC,017-820-5062,30.527524,-26.832405
Mpumalanga,Clinic,Jeppes Reef Clinic,013-7810547,31.466759,-25.721044
Mpumalanga,Clinic,Jeppes Rust Clinic,013-7850360,31.598388,-25.796757
Mpumalanga,Clinic,Jerusalem Clinic,013-7884272,31.101461,-25.186547
Mpumalanga,Clinic,Jim Brown Clinic,013-7080017,31.104296,-24.984298
Mpumalanga,Clinic,Justicia Clinic,013-7087910,31.412246,-24.885346
Mpumalanga,Clinic,Kaapmuiden Clinic,013-7260007,31.333829,-25.533685
Mpumalanga,Clinic,Kaapschehoop Clinic,082-4151056,30.5227,-25.3631
Mpumalanga,CHC,Kabokweni CHC,010-7961315,31.130313,-25.343473
Mpumalanga,Clinic,Kalkfontein Clinic,014-739-0074,28.626565,-25.001685
Mpumalanga,Clinic,Kameelpoortnek Clinic,013-947-0095,28.726027,-25.389662
Mpumalanga,Clinic,Kameelrivier B Clinic,013-941-0219,28.994942,-25.126957
Mpumalanga,Clinic,Kamhlushwa Clinic,137850025,31.680619,-25.665064
Mpumalanga,CHC,Kanyamazane CHC,013-7940143,31.184161,-25.465703
Mpumalanga,Clinic,Khumbula Clinic,013-7963634,31.177214,-25.281367
Mpumalanga,Clinic,Kildare Clinic,013-7087913,31.32373,-24.877051
Mpumalanga,Clinic,Kinross/Thistle Grove Clinic,017-687-0022,29.081768,-26.416062
Mpumalanga,Clinic,Klipfontein Clinic,013-6923150,29.2358,-25.0851
Mpumalanga,Clinic,Kliplaatdrift Clinic,076-3510036,28.949696,-25.133141
Mpumalanga,Clinic,Komatipoort Clinic,013-7937580,31.948296,-25.428257
Mpumalanga,Clinic,Kriel Clinic,017-6486259,29.23291,-26.24784
Mpumalanga,Clinic,Kromdraai Clinic,017-884-0191,31.022534,-26.046537
Mpumalanga,CHC,Kwa Guqa Extension 10 CHC,0136958900/0136958901,29.105868,-25.854466
Mpumalanga,Clinic,Kwaggafontein A Clinic,013-986-1804,28.960108,-25.294175
Mpumalanga,CHC,Kwaggafontein C CHC,013-986-0007,28.943653,-25.31088
Mpumalanga,CHC,KwaMhlanga Clinic,013-9472003,28.715724,-25.434623
Mpumalanga,CHC,KwaNgema CHC,082-7740614,30.459943,-27.022696
Mpumalanga,Clinic,Kwazamokuhle Clinic,013-294-1274,29.73023,-26.135062
Mpumalanga,Clinic,Kwazanele Clinic,017-861-3858,29.982628,-26.313202
Mpumalanga,CHC,Langloop CHC,013-3785004,31.634536,-25.674722
Mpumalanga,Clinic,Langverwacht Clinic,017-685-4612,29.07616,-26.545187
Mpumalanga,Clinic,Langverwacht Ext 14 Clinic,017-686-5361,29.079657,-26.546394
Mpumalanga,CHC,Lebohang CHC,017-683-0865,28.921785,-26.375518
Mpumalanga,Clinic,Leeufontein Clinic,013-988-6444,28.899273,-25.178852
Mpumalanga,CHC,Lefiso CHC,013-973-9148,28.892597,-24.93552
Mpumalanga,Clinic,Lefisoane Clinic,082-6109185,28.850967,-24.961836
Mpumalanga,Clinic,Legogote Clinic,013-7886991,31.105809,-25.222192
Mpumalanga,Clinic,Lillydale Clinic,013-7087925,31.36833,-24.871002
Mpumalanga,Clinic,Loding Clinic,012-973-9101,28.763401,-25.10608
Mpumalanga,Clinic,Lothair/Silindile Clinic,017-845-4970,30.460142,-26.391966
Mpumalanga,Clinic,Louise Clinic,013-6535694,29.232398,-25.886987
Mpumalanga,Clinic,Louisville Clinic,082-8230638,31.294742,-25.686344
Mpumalanga,Clinic,Louw's Creek Clinic,013-7100061,31.282958,-25.647243
Mpumalanga,Clinic,Ludlow Clinic,013-7739902,31.283371,-24.676141
Mpumalanga,Clinic,Luphisi Clinic,082-4597480,31.277009,-25.406425
Mpumalanga,Clinic,Lydenburg Gateway Clinic,132354866,30.452401,-25.107921
Mpumalanga,Clinic,Lynnville Clinic,013-6991974,29.19249,-25.878419
Mpumalanga,CHC,M'Africa CHC,013-7126746,31.027636,-25.768182
Mpumalanga,Clinic,Machadodorp Clinic,013-256-0306,30.250643,-25.663103
Mpumalanga,Clinic,Madras Clinic,013-7087918,30.556793,-24.414241
Mpumalanga,Clinic,Makoko Clinic,013-7963903,31.221862,-25.223619
Mpumalanga,Clinic,Malelane Estates Clinic,013-7901241,31.50485,-25.49351
Mpumalanga,CHC,Mananga Clinic,013-7829906,31.843124,-25.959388
Mpumalanga,CHC,Mangweni CHC,013-7820005,31.817989,-25.741172
Mpumalanga,Clinic,Manzini Clinic,013-7884297,31.138094,-25.178561
Mpumalanga,CHC,Marapyane CHC,012-724-9934,28.795649,-25.004942
Mpumalanga,Clinic,Marite Clinic,137080010,31.12754,-24.957865
Mpumalanga,CHC,Matsulu CHC,013-7788141,31.352129,-25.517582
Mpumalanga,Clinic,Maviljan Clinic,013-7990188,31.071364,-24.845879
Mpumalanga,CHC,Mayflower CHC,017-881-3659,30.775344,-26.299571
Mpumalanga,Clinic,Mbangwane Clinic,137824500,31.889829,-25.837438
Mpumalanga,Clinic,Mbonisweni Clinic,013-7963120,31.108051,-25.309224
Mpumalanga,Clinic,Mbuzini Clinic,013-7820093,31.952451,-25.936078
Mpumalanga,CHC,Mgobodi CHC,013-7820283,31.7043,-25.8589
Mpumalanga,Clinic,Mhluzi Clinic,013-242-1035,29.446605,-25.75199
Mpumalanga,Clinic,Middelburg Civic Centre Clinic,013-249-7136,29.455043,-25.772992
Mpumalanga,Clinic,Middelburg Ext 6 Clinic,013-242-3901,29.408595,-25.768315
Mpumalanga,Clinic,Middelburg Ext 8 Clinic,013-241-7378,29.419917,-25.759426
Mpumalanga,Clinic,Middelburg Gateway Clinic,013-249-3860,29.452498,-25.774308
Mpumalanga,Clinic,Middelplaas Clinic,013-7870009,31.550921,-25.717855
Mpumalanga,Clinic,Mispel Street Clinic,017-714-0161,29.229051,-26.925193
Mpumalanga,Clinic,Mjejane Clinic,082-7057086,31.231025,-25.280339
Mpumalanga,Clinic,Mkhondo Town Clinic,017-824-1200,30.8029,-27.0046
Mpumalanga,Clinic,Mkhuhlu Clinic,073-7569243,31.237645,-24.987539
Mpumalanga,CHC,Mmametlhake CHC,012-721-2137,28.545839,-25.106653
Mpumalanga,CHC,Moloto CHC,013-948-7040,28.640344,-25.458094
Mpumalanga,Clinic,Mooiplaas Clinic,017-883-7937,30.87715,-26.067233
Mpumalanga,Clinic,Moreipuso Clinic,013-7778102,31.004936,-24.703055
Mpumalanga,Clinic,Morgenzon Clinic,017-793-3178,29.609,-26.7358
Mpumalanga,Clinic,Mpakeni Clinic,013-7943125,31.247942,-25.488995
Mpumalanga,Clinic,MS Msimanga Clinic,017-714-6112,29.198742,-26.961667
Mpumalanga,Clinic,Msogwaba Clinic,013-7947223,31.166791,-25.422768
Mpumalanga,Clinic,Mthimba Clinic,013-7983143,31.158128,-25.131017
Mpumalanga,Clinic,Murhotso Clinic,013-7956906,31.143783,-24.566308
Mpumalanga,CHC,Naas CHC,013-7800655,31.862964,-25.67126
North West,Clinic,AfriSam Clinic,018-6370097,26.16,-26.19
North West,Clinic,Agisanang Clinic,018-6840751,25.82337,-26.558853
North West,Clinic,Alabama Clinic,018-4675009,26.587665,-26.872722
North West,Clinic,Amalia Clinic,053-9640672,25.030672,-27.250309
North West,Clinic,Anna Legoale Clinic,012-2701881,27.27,-25.57
North West,CHC,Atamelang CHC,0183342295/60183343082,25.36858,-26.502977
North West,Clinic,Austrey Clinic,079-8942343,24.18114,-26.46701
North West,CHC,Bafokeng CHC,014-5664720,27.156116,-25.560266
North West,Clinic,Bakerville Clinic,072-5864678,26.29,-26.14
North West,Clinic,Bakubung Clinic,014-5513904,27.05199,-25.35734
North West,Clinic,Baleema Clinic,014-5130013,26.942988,-25.225276
North West,CHC,Bapong CHC,012-2541237,27.678047,-25.703567
North West,Clinic,Bapong Clinic,083-5447063,26.84421,-25.31256
North West,Clinic,Bethanie Clinic,012-2600600,27.601819,-25.550398
North West,CHC,Bloemhof CHC,0534331146/0534331523,25.60798,-27.64678
North West,Clinic,Blydeville 2 Clinic,018-6320790,26.160376,-26.180947
North West,Clinic,Blydeville Clinic,072-3082211,26.159064,-26.188653
North West,Clinic,Bodibe 1 Clinic,018-3389121,25.847155,-26.067189
North West,Clinic,Bodibe 2 Clinic,183839147,25.880608,-26.076352
North West,Clinic,Boikanyo Clinic,145061012,26.94953,-25.06694
North West,Clinic,Boikhutso Clinic,018-6348038,26.143277,-26.179083
North West,Satellite Clinic,Boikhutso Satellite Clinic,018-2643251,26.8166,-26.22523
North West,Satellite Clinic,Boikhutsong Satellite Clinic,018-8642197,26.90714,-26.18647
North West,CHC,Boiki Thlapi CHC,018-2953352,27.056361,-26.717884
North West,CHC,Boitekong CHC,079-9388976,27.315676,-25.616731
North West,Clinic,Boitekong Clinic,014-5974940,27.3142,-25.613452
North West,Clinic,Boitshoko Clinic,072-6000173,25.853475,-26.051593
North West,Clinic,Boitumelong Clinic,534331736,25.57177,-27.64143
North West,Clinic,Bonabona Clinic,071-6803833,23.538796,-26.23521
North West,Clinic,Bophelo Clinic,018-5986636,26.112643,-27.178729
North West,CHC,Borakalalo CHC,018-3659920,25.915487,-25.283123
North West,Clinic,Borolelo Clinic,079-1958142,26.676795,-25.629948
North West,Health Post,Boskop Health Post,076-1636035,27.12048,-26.58149
North West,Clinic,Bosplaas Clinic,012-7100316,28.249841,-25.319138
North West,CHC,Botshabelo CHC,018-4891953,26.846289,-26.854532
North West,Clinic,Brakkuil Clinic,014-5534040,26.48267,-25.25494
North West,Clinic,Braklaagte Clinic,018-3510400,26.092993,-25.386549
North West,CHC,Bray CHC,053-9370007,24.109,-26.51763
North West,Clinic,Broederstroom Clinic,073-2458495,27.857026,-25.793951
North West,Clinic,Buxton Clinic,079-6976328,24.636535,-27.62584
North West,Clinic,Chaneng Clinic,082-3411829,27.124579,-25.413199
North West,Clinic,Charon Clinic,053-9637354,25.307247,-27.191449
North West,Clinic,Christiana Town Clinic,0534413953/0534413956,25.154196,-27.914311
North West,Clinic,Classic House Clinic,014-5919300,27.21,-25.68
North West,Clinic,Cokonyane Clinic,072-5864233,24.802376,-27.484946
North West,CHC,Coligny CHC,018-6731635,26.324438,-26.330778
North West,Clinic,Colridge Clinic,053-9272180,24.73919,-26.95015
North West,Clinic,Coverdale Clinic,053-4331751,25.5896,-27.63577
North West,CHC,Cyferkuil (Kutloanong) CHC,014-7380025,28.233501,-25.079516
North West,Clinic,Damonsville Clinic,012-2430035,27.851323,-25.624966
North West,Clinic,David Katnagel Clinic,014-5010077,26.524161,-25.11324
North West,CHC,Delareyville CHC,5394809301,25.465075,-26.687765
North West,Clinic,Delareyville Clinic,053-9480075,25.459903,-26.689759
North West,Clinic,Delekile Khoza Clinic,001-8431299,26.417082,-26.738111
North West,Clinic,Dertig (Leseding) Clinic,012-7168957,28.23857,-25.283943
North West,Clinic,Dikebu (Sediane) Clinic,071-6738666,27.969059,-25.193025
North West,CHC,Dinokana CHC,018-3463901,25.869032,-25.446617
North West,Clinic,Dinokana Clinic,018-3643904,25.864362,-25.444662
North West,Clinic,Disaneng Clinic,018-3620004,25.297233,-25.800509
North West,Clinic,Dithakong (Mafikeng) Clinic,183900453,25.629709,-25.968337
North West,Clinic,Driefontein Clinic,183659020,25.974013,-25.143211
North West,Clinic,Dryharts Clinic,053-9951147,24.72465,-27.32757
North West,Clinic,Dwarsberg Clinic,014-5533982,26.61744,-24.938402
North West,Clinic,Eckron Clinic,071-6803837,23.76479,-26.80719
North West,Clinic,Elandskuil Clinic,083-4263210,26.819582,-25.073528
North West,Clinic,Empilisweni Clinic,018-4655590,26.603737,-26.887923
North West,Clinic,Fafung Clinic,071-4087572,27.80433,-25.20833
North West,Clinic,Ga Motlatla Clinic,014-5433605,26.569276,-26.075152
North West,Clinic,Ga-Motla Clinic,012-7056320,27.944123,-25.617295
North West,Clinic,Ganalaagte Clinic,083-7040676,25.536652,-26.471135
North West,CHC,Ganyesa CHC,053-9983341,24.17605,-26.5875
North West,Clinic,Gelukspan Gateway Clinic,018-3361003,25.60216,-26.20149
North West,Clinic,Glaudina Clinic,053-9650504,25.621381,-27.041055
North West,Satellite Clinic,Goedgevonden Satellite Clinic,018-8642197,26.89828,-26.15957
North West,Clinic,Gopane Clinic,183660000,25.795523,-25.318093
North West,CHC,Grace Mokgomo CHC,018-4761141,26.635105,-26.956316
North West,Clinic,Groot Marico Clinic,014-5030651,26.419053,-25.599674
North West,Clinic,Hartebeesfontein Clinic,0122701164/5,27.510876,-25.436028
North West,Clinic,Hartebeespoort Clinic,0122531177/0122532075,23.68,-26.59
North West,Clinic,Hebron Clinic,076-7579944,28.016405,-25.550582
North West,Clinic,Hoekfontein (Mmakau) Clinic,012-7033201,27.94406,-25.61569
North West,CHC,Huhudi CHC,0539270578/0539270571,24.739387,-26.974269
North West,Clinic,Ikhutseng (Klipgat) Clinic,012-7079057,27.97006,-25.451679
North West,Clinic,Ipelegeng Clinic,539637306,25.30646,-27.19632
North West,Clinic,Ipopeng Clinic,014-7862910,27.088997,-24.944337
North West,Clinic,Itekeng Clinic,018-6530003,25.909359,-26.36164
North West,CHC,Itsoseng CHC,018-3381205,25.88446,-26.082264
North West,Clinic,Itsoseng Clinic,018-3382496,25.880608,-26.076352
North West,CHC,JB Marks CHC,018-2642197,26.812069,-26.319662
North West,Clinic,Jericho Clinic,012-7291036,27.802596,-25.326557
North West,CHC,Jouberton CHC,018-4653157,26.606242,-26.896004
North West,Clinic,Kana Clinic,078-1325414,27.303206,-25.573022
North West,Clinic,Kanana Clinic,018-4762125,26.63919,-26.964024
North West,Clinic,Karlien Park Clinic,014-5903870,27.24,-25.62
North West,Clinic,Kgabalatsane Clinic,012-7080178,27.95809,-25.53572
North West,Clinic,Kgakala Clinic,018-5813515,26.262584,-27.219969
North West,Clinic,Kgokgojane Clinic,079-8942338,23.97976,-26.75117
North West,Clinic,Kgokgole Clinic,079-8942337,23.92194,-26.71547
North West,Clinic,Kgomo-Kgomo Clinic,082-8571382,28.071951,-25.156773
North West,Clinic,Kgomotso Clinic,053-4570011,24.60855,-27.97852
North West,Clinic,Kgotso Clinic,079-5023365,27.12989,-26.352577
North West,Clinic,Khayakulu Clinic,014-5010002,26.65471,-25.107805
North West,Clinic,Khudutlou Clinic,073-0979457,25.05277,-27.66322
North West,Clinic,Khuma Clinic,018-4891062,26.858976,-26.845544
North West,Clinic,Khunotswana Clinic,186421033,25.826867,-25.570857
North West,Clinic,Klerksdorp Youth Centre,018-4652019,26.6298,-26.87821
North West,Clinic,Koedoesrand Clinic,014-5050035,26.668933,-25.24776
North West,Clinic,Koffiekraal Clinic,014-5070012,26.417168,-25.284089
North West,Clinic,Kokoana Clinic,079-8942341,23.48822,-26.044463
North West,Clinic,Kokomeng Clinic,079-6974255,25.04541,-27.62815
North West,Clinic,Kopela Clinic,083-6246887,25.525156,-26.42409
North West,Clinic,Koster Gateway Clinic,014-5432726,26.893193,-25.856163
North West,Clinic,Kraaipan Clinic,083-7040673/083-42952818,25.305365,-26.273671
North West,Clinic,Kraalhoek Clinic,014-7262912,27.077418,-24.915526
North West,Clinic,Kudunkgwane Clinic,078-8018339,24.40456,-26.42286
North West,Clinic,Kunana Clinic,083-7040685,25.329752,-26.372719
North West,Clinic,Lebotloane Clinic,082-8571384,27.932871,-25.049362
North West,CHC,Leeudoringstad CHC,018-5812107,26.237103,-27.235436
North West,Clinic,Lefatlheng Clinic,012-7168666,28.12,-25.15
North West,Clinic,Legkraal Clinic,014-5563900,27.051491,-25.132709
North West,Clinic,Lehurutshe Clinic,183633411,25.963008,-25.48322
North West,Clinic,Lekgophung Clinic,018-3530902,26.023532,-24.806954
North West,CHC,Lekoko CHC,018-3870900,25.502942,-25.930144
North West,Clinic,Lesego Clinic,018-2956002,27.053393,-26.728948
North West,Clinic,Lesetlheng Clinic,014-5563996,27.12183,-25.15207
North West,Clinic,Leshobo Clinic,079-6973653,24.69791,-27.47999
North West,CHC,Letlhabile CHC,012-2510774,27.842306,-25.486949
North West,Clinic,Letlhakeng Clinic,145150025,26.71169,-25.14744
North West,Clinic,Letsopa Clinic,018-5713052,25.982564,-26.805658
North West,Clinic,Lichtenburg Fast-Lane Clinic,186324059,26.162792,-26.167639
North West,Clinic,Lichtenburg Municipal Clinic,018-6320792,26.159391,-26.150835
North West,Clinic,Lincoe Clinic,014-5061900,26.996174,-24.80383
North West,Clinic,Lobatla Clinic,183659064,25.83831,-25.177529
North West,Clinic,Logageng Clinic,073-3045826/083-4196979,24.692743,-25.940255
North West,Clinic,Lokaleng Clinic,072-7302456,25.56996,-25.781409
North West,Clinic,Lonely Park Clinic,018-3861112,25.66252,-25.734796
North West,Clinic,Loporung Clinic,072-4748502,24.980947,-25.760431
North West,Clinic,Lower Majeakgoro Clinic,053-9961901,24.668496,-27.77107
North West,Clinic,Luka Clinic,014-5664477,27.188898,-25.506687
North West,CHC,Mabeskraal CHC,014-5558402,26.802408,-25.197588
North West,Clinic,Maboloka Clinic,072-7861326,27.860279,-25.428705
North West,Clinic,Mabule Clinic,084-4196978,24.55484,-25.776822
North West,Clinic,Madibeng Clinic,012-3189513,27.776691,-25.636303
North West,Clinic,Madibogo Clinic,018-3379185,25.162366,-26.427755
North West,Clinic,Madibogopan Clinic,018-3379279,25.148005,-26.493851
North West,Clinic,Madidi (Kleinfontein) Clinic,078-3043962,27.954194,-25.445636
North West,Clinic,Madikwe Clinic,014-5532023,26.530408,-25.353017
North West,Clinic,Madipelesa Clinic,079-6976839,24.41956,-27.895247
North West,Clinic,Mafikeng Gateway Clinic,018-3832402,25.65735,-25.884834
North West,Clinic,Maganeng Clinic,079-6965536,24.67809,-27.27031
North West,Clinic,Magogong Clinic,079-6976230,24.81547,-27.65136
North West,Clinic,Magogwe Clinic,018-3822178,25.606615,-25.90717
North West,Clinic,Majakaneng Clinic,012-2254234,27.672195,-25.740918
North West,Clinic,Majara Sephapo Clinic,018-4762010,26.618591,-26.967526
North West,CHC,Makapanstad (Seaparankwe) CHC,012-7140003,28.126041,-25.230479
North West,CHC,Makgobistadt CHC,018-3680267,25.098014,-25.757078
North West,Clinic,Makouspan Clinic,073-4544295,25.620326,-26.103683
North West,Clinic,Makwassie Clinic,018-5975650,25.99586,-27.318438
North West,Clinic,Mammutla Clinic,079-6976802,24.51093,-28.06503
North West,CHC,Mamusa CHC,053-9637155,25.1822,-27.149
North West,CHC,Manthe CHC,079-6965306,24.88482,-27.54611
North West,Clinic,Maphoitsile Clinic,079-6976896,24.784043,-27.601521
North West,Clinic,Marcus Zinzele Clinic,082-3832848,26.819298,-26.85269
North West,Clinic,Mareetsane Clinic,018-3320051,25.475004,-26.203709
North West,Clinic,Marikana Clinic,072-7044386,27.479878,-25.698146
North West,Clinic,Masamane Clinic,083-4196976,24.621204,-25.825722
North West,Clinic,Masutlhe 1 Clinic,079-2461424,25.409124,-25.850884
North West,Clinic,Masutlhe 2 Clinic,1835800030,25.419788,-25.785585
North West,Clinic,Mathibestad Clinic,012-7168658,28.152841,-25.267339
North West,Clinic,Matile Clinic,712075611,25.94,-26.08
North West,Clinic,Matlapaneng Clinic,079-6976855,24.68483,-27.42316
North West,Clinic,Matlhonyane Clinic,082-0828310,25.690273,-25.976967
North West,Clinic,Matloding Clinic,083-4196975,24.66472,-25.913561
North West,Clinic,Matshepe Clinic,078-2799514,25.74937,-26.02262
North West,Clinic,Maubane Clinic,082-4177359,28.278471,-25.294825
North West,Clinic,Maureen Roberts Clinic,018-3815910,25.652907,-25.873931
North West,Clinic,Mfidikwe Clinic,076-3953699,27.3432,-25.663152
North West,Clinic,Miga Clinic,018-3930367,25.563037,-25.652366
North West,Clinic,Mmakaunyane Clinic,082-3368661,27.87515,-25.38939
North West,Clinic,Mmankaipaya Clinic,014-5170607,26.562774,-24.981541
North West,Clinic,Mmasebudule Clinic,014-5160602,26.304469,-25.041537
North West,Clinic,Mocoseng Clinic,018-3821085,25.586622,-25.890686
North West,Clinic,Mocweding Clinic,082-2143703,24.7,-27.57
North West,Clinic,Modderkuil Clinic,078-6594626,27.197283,-25.124174
North West,Clinic,Modimola Clinic,079-4206138,25.454088,-25.862086
North West,Clinic,Mofufutso Clinic,083-7040664,25.402574,-26.444135
North West,Clinic,Mogogelo Clinic,079-8827148,28.144261,-25.353058
North West,Satellite Clinic,Mogopa Satellite Clinic,083-6600958,26.85,-26.31
North West,Clinic,Mogosane Clinic,082-0807147,25.550449,-25.738599
North West,CHC,Mogwase CHC,014-5555611,27.226047,-25.278442
North West,Clinic,Mohadin Clinic,018-2960433,27.033204,-26.715292
North West,Clinic,Moiletsoane (Buffelsdoorn) Clinic,071-3281312,27.931296,-25.380643
North West,Clinic,Mokgareng Clinic,079-6976861,24.704781,-27.530912
North West,Clinic,Mokgola Clinic,018-3659919,26.123318,-25.328909
North West,Clinic,Molatedi Clinic,014-5170014,26.497672,-24.85175
North West,Clinic,Molelema Clinic,079-6966226,24.99766,-27.65736
North West,Clinic,Molorwe Clinic,014-5060511,26.89793,-25.088801
North West,Clinic,Monakato Clinic,014-5348582,27.275904,-25.357983
North West,Clinic,Mononono Clinic,083-5959564,27.187418,-25.044779
North West,Clinic,Montsana Clinic,014-5010136,26.585173,-25.100448
North West,CHC,Montshioa Stadt CHC,018-3846457,25.634067,-25.871682
North West,Clinic,Montshioa Town Clinic,018-3921241,25.626149,-25.852987
North West,CHC,Moretele CHC,012-7140892,27.96025,-25.14578
North West,Clinic,Morokwaneng Clinic,078-8018342,23.73044,-26.0863
North West,CHC,Morokweng CHC,053-3761000,23.77395,-26.12736
North West,Clinic,Moruleng Clinic,014-5562168,27.16777,-25.16971
North West,CHC,Moshana CHC,0183540900/0183540901,25.890288,-24.976279
North West,Clinic,Mothanthanyaneng Clinic,079-6974244,24.906481,-27.65961
North West,Clinic,Mothutlong Clinic,012-7092287,27.884205,-25.603327
North West,Clinic,Motlhabe Clinic,145060745,26.94953,-25.06694
North West,Clinic,Motlhabeng Clinic,018-3842801,25.602637,-25.851249
