name,telephone,adress,gps,lattitude,longitude
 NG Welsyn/NG Welfare - Vanderbijlpark,+27 16 981 1044,"Situated within the NG Church Complex, Corner of JJ Smith and FW Reitz Streets, Vanderbijlpark, Gauteng, 1911","-26.68392, 27.83031",-32.92419,27.42365
 NG Welsyn/NG Welfare - Vereeniging,+27 16 421 4044,"Situated within the NG Church Complex, 30 Hofmeyer Street, Vereeniging, Gauteng, 1939","-25.83031, 28.26716",-32.92419,27.42365
 NISAA Institute for Women's Development,+27 11 854 5804,"19 Link Street, Lenasia Extension 1, Lenasia, Gauteng, 1827","-26.31399, 27.82807",-32.92419,27.42365
 Njengelanga Community Work Projects,+27 82 670 0446,"120 AA House, 20 Wanderers Street, Johannesburg, Gauteng, 2001","-26.19870, 28.04492",-32.92419,27.42365
 Nkgodiseng Home-Based Care,+27 72 367 2489,"9 Sejamothopo Street, Hammanskraal, Gauteng, 0407","-25.40572, 28.28880",-32.92419,27.42365
 Nkosi's Haven,+27 11 942 5580,"34 Vereeniging Service Road, Alan Manor, Johannesburg, Gauteng, 2091","-26.28496, 27.99106",-32.92419,27.42365
 Nkululeko Extreme Fitness Sports Club,+27 72 522 8279,"2 Thamagane Street, Saulsville, Pretoria, Gauteng, 0125","-25.77738, 28.06225",-32.92419,27.42365
 Nokeng After-Care Centre,+27 11 859 1512,"IQ316, Portions 15 and 27, Corner of Gilden and Lenasia Roads, Kliptown, Eldoradopark, Gauteng, 1811","-26.31920, 27.82377",-32.92419,27.42365
 Nokuphila Clinic,+27 11 988 7924,"8405 Sejoe Street, Dobsonville Extension 2, Dobsonville, Gauteng, 1863","-26.23132, 27.85129",-32.92419,27.42365
 Nokuphila Community Services,+27 72 125 9473,"Corner of Tonk Meter and Coaton Avenues, Selection Park, Springs, Gauteng, 1560","-26.29711, 28.43188",-32.92419,27.42365
 Northmead Clinic,+27 11 425 2930,"Corner of Hospital and Aster Roads, Northmead, Benoni, Gauteng, 1501","-26.15958, 28.31251",-32.92419,27.42365
 Nqobile Women's Development Project,+27 16 593 6405,"Unit 7, Industrial Park, Residensia, Sebokeng, Gauteng, 1984","-26.57402, 27.84564",-32.92419,27.42365
 Nthsembo ART Clinic,+27 79 445 1128,"Corner of Tsamaya and Serapeng Roads, Mamelodi East, Mamelodi, Gauteng, 0122","-25.69813, 28.41890",-32.92419,27.42365
 Ntshwarele Community Development Centre,+27 12 813 8071,"50 Sklaar Street, Willow Park Manor, Pretoria East, Gauteng, 0184","-25.74868, 28.33457",-32.92419,27.42365
 Oasis Faith Works,+27 76 225 4583,"5168 Alabama Cresent, Cosmo City, Johannesburg, Gauteng, 2188","-26.02260, 27.93914",-32.92419,27.42365
 Odirile Children's Home,+27 12 717 7725,"Stand 4467, Unit D, Temba Extension 6, Temba, Gauteng, 0407","-26.23955, 27.85102",-32.92419,27.42365
 Olerato Community Help,+27 84 947 8325,"Room 117, Block J4, Alexandra Women Hostel, Alexandra, Johannesburg, Gauteng, 2090","-26.18550, 28.05776",-32.92419,27.42365
 Olievenhoutbosch Extension 13 Clinic,+27 12 358 3367,"Corner of Rethabile and Legong Streets, Olievenhoutbosch Extension 13, Olievenhoutbosch, Gauteng, 0187","-25.91141, 28.09309",-32.92419,27.42365
 Ondersteuningsraad - Pretoria,+27 12 325 2320,"55 Malherbe Street, Arcadia, Pretoria, Gauteng, 0083","-25.72871, 28.19584",-32.92419,27.42365
 Onverwacht Satellite Clinic,+27 12 734 7811,"Plot 75, Onverwacht, Cullinan, Gauteng, 1002","-25.60340, 28.59916",-32.92419,27.42365
 Operation Snow Drop,+27 11 365 0101,"9 Rogers Road, Selection Park, Springs, Gauteng, 1559","-26.26680, 28.43760",-32.92419,27.42365
 OR Tambo Clinic - Gauteng,+27 11 025 2854,"Stand 383, King Senza Gakhone Street, Diepsloot, Bryanston, Gauteng, 2189","-25.92343, 28.01245",-32.92419,27.42365
 Orange Farm Children's Home,+27 11 850 1022,"2038/40 Lakeside Extension 1, Drieziek, Orange Farm, Gauteng, 1841","-26.47196, 27.84269",-32.92419,27.42365
 Orange Farm Extension 7 Clinic,+27 11 850 3527,"Stand 12481, Orange Farm Extension 7, Orange Farm, Gauteng, 1841","-26.45733, 27.85320",-32.92419,27.42365
 Orlando Children's Home,+27 11 935 1209,"6514 Mooki Street, Orlando East, Orlando, Gauteng, 1804","-26.23491, 27.92258",-32.92419,27.42365
 Orlando East Clinic,+27 11 935 1548,"6516 Ratebe Street, Orlando East, Orlando, Gauteng, 1804","-26.23972, 27.93235",-32.92419,27.42365
 Osizweni Clinic,+27 16 590 4004,"320 West Road, Evaton, Mafatsana, Gauteng, 1984","-26.53573, 27.83661",-32.92419,27.42365
 Osizweni Community Centre,+27 11 211 3105,"6156 Wulfenite Street, Ennerdale Extension 8, Ennerdale, Gauteng, 1830","-26.41885, 27.81891",-32.92419,27.42365
 Othandweni Orphanage and Day-Care Centre,+27 82 094 8074,"Stand 1345, Nyamakazi, Winterveld, Mabopane, Gauteng, 0198","-25.48826, 28.05313",-32.92419,27.42365
 OUT LGBT Well-Being,+27 12 430 3272,"1081 Pretorius Street, Hatfield, Pretoria, Gauteng, 0083","-25.74421, 28.24202",-32.92419,27.42365
 Parkhurst Clinic,+27 11 788 1527,"Corner of Fourteenth Street and Fifth Avenue, Parkhurst, Johannesburg, Gauteng, 2193","-26.13764, 28.01538",-32.92419,27.42365
 Payneville Clinic,+27 11 999 8690,"1868 Chikane Street, Payneville, Springs, Gauteng, 1565","-26.23340, 28.45818",-32.92419,27.42365
 Peace Makers Home-Based Care,+27 82 261 3318,"Stand 1386, Sonke Sizwe Zone 4, Katlehong, Gauteng, 1431","-26.22703, 27.89416",-32.92419,27.42365
 People Opposing Women Abuse - Johannesburg,+27 11 642 4345,"64 Mitchell Street, Berea, Johannesburg, Gauteng, 2198","-26.18125, 28.05519",-32.92419,27.42365
 People Protecting Children and Help Disabled Individuals,+27 83 565 0100,"321 Panda Avenue, Lindhen, Johannesburg, Gauteng, 1724","-25.71127, 28.15590",-32.92419,27.42365
 Persevere Until Something Happens,+27 11 342 1229,"Walter Sisulu Square of Dedication, 1 Boundary Road, Eldoradopark Extension 7, Eldoradopark, Gauteng, 1811","-26.45131, 27.93716",-32.92419,27.42365
 Petervale Clinic,+27 11 807 2946,"Corner of Witkoppen and Cambridge Roads, Petervale, Johannesburg, Gauteng, 2191","-26.03564, 28.04316",-32.92419,27.42365
 Phahameng Clinic,+27 12 358 3533,"19619 Hinterland Avenue, Mamelodi, Pretoria, Gauteng, 0122","-25.72357, 28.40090",-32.92419,27.42365
 Phedisong 1 Clinic,+27 12 703 3978,"Stand 9034, Ga-Rankuwa Zone 1, Ga-Rankuwa, Gauteng, 0208","-25.61571, 27.98794",-32.92419,27.42365
 Phedisong 4 Clinic,+27 12 703 2993,"5808 Lenyai Street, Kgabaltsane, Ga-Rankuwa, Gauteng, 0208","-25.59972, 27.98139",-32.92419,27.42365
 Phehella Day and Night Care,+27 12 804 1269,"365 Nagtegaal Street, Silverton, Pretoria, Gauteng, 0184","-25.72969, 28.28935",-32.92419,27.42365
 Phillip Moyo Community Health Centre,+27 11 462 4902,"Stand 6944, Ethwathwa East, Daveyton, Gauteng, 1519","-26.11954, 28.48437",-32.92419,27.42365
 Phomolong Clinic,+27 11 738 6576,"275 Eighteenth Street, Atteridgeville, Pretoria, Gauteng, 0008","-25.78040, 28.04270",-32.92419,27.42365
 Phuthabana Drop-In Centre,+27 83 358 2667,"Corner of Eighteenth and Fourth Streets, Atteridgeville Extension 7, Atteridgeville, Pretoria, Gauteng, 0008","-25.77689, 28.04016",-32.92419,27.42365
 Pierre van Ryneveld Satellite Clinic,+27 12 662 0829,"Fouche Street, Pierre van Ryneveld, Pretoria, Gauteng, 0157","-25.84302, 28.24329",-32.92419,27.42365
 Pimville HIV and AIDS Call Group,+27 11 938 9478,"2273 Motlhatsoa Road, Pimville Zone 2, Pimville, Gauteng, 1809","-26.26153, 27.90415",-32.92419,27.42365
 PJ Maree Clinic,+27 11 693 6013,"Clinic Street, Toekomsrus, Randfontein, Gauteng, 1759","-26.20471, 27.70621",-32.92419,27.42365
 Polokong Children's Village,+27 16 596 1140,"Stand 57, Gamdor Street, Small Farms, Sebokeng, Gauteng, 1984","-26.55296, 27.86021",-32.92419,27.42365
 Ponelopele Vision Children's Home,+27 12 325 2272,"48 Arend Street, Pretoria West, Pretoria, Gauteng, 0183","-25.75442, 28.10921",-32.92419,27.42365
 Pontshong Clinic,+27 16 590 1428,"Plot 62, Balmoral Estate, Corner of Third and East Streets, De Deur, Gauteng, 1884","-26.64805, 27.90640",-32.92419,27.42365
 Praise Tabernacle Church,+27 73 177 2666,"21 Augusta Road, Regents Park, Johannesburg, Gauteng, 2001","-26.24255, 28.07470",-32.92419,27.42365
 Pretoria Care for the Aged,+27 12 542 2805,"SANCA Castle Carey, Corner of Waterbok Street and Brits Road, Ninapark, Pretoria, Gauteng, 0182","-25.67418, 28.10754",-32.92419,27.42365
 Pretoria North Clinic,+27 12 565 6667,"376 Jack Hindon Street, Pretoria North, Pretoria, Gauteng, 0182","-25.68365, 28.16704",-32.92419,27.42365
 Pretoria West Hospital,+27 12 380 1205,"380 Sytzewierda Street, Philip Nel Park, Pretoria, Gauteng, 0183","-25.73652, 28.13981",-32.92419,27.42365
 Pretorius Park Clinic,+27 12 358 2112,"Corner of Burgle and Loristo Street, Pretoriuspark, Garsfontein, Gauteng, 0081","-25.81256, 28.30457",-32.92419,27.42365
 Princess Clinic,+27 11 764 4802,"8 Harry Road, Princess, Roodepoort, Gauteng, 1724","-26.13593, 27.84394",-32.92419,27.42365
 Procare Psycho-Social Services CC,+27 12 430 2684,"1035 Arcadia Street, Hatfield, Pretoria, Gauteng, 0083","-25.74831, 28.23175",-32.92419,27.42365
 Programme for Appropriate Technology in Health - Rosebank,+27 11 447 1641,"1st Floor, Block A, Regent Place, Cradock Avenue, Rosebank, Johannesburg, Gauteng, 2196","-26.14504, 28.04210",-32.92419,27.42365
 Project Feed the Children,+27 39 312 0172,"Office B and C, Bluegum Creek Estate, 49 Golden Drive, Morehill Extension 8, Benoni, Gauteng, 1501","-26.17267, 28.34828",-32.92419,27.42365
 Protea South Clinic,+27 11 980 5219,"Stand 3115, Plark Street, Protea South, Tshiawelo, Gauteng, 1818","-26.28125, 27.84445",-32.92419,27.42365
" Public Protector South Africa - Gauteng Provincial Head Office, Johannesburg",+27 11 492 2365,"Corner of Rissik and Bree Streets, Johannesburg, Gauteng, 2001","-26.20764, 28.04253",-32.92419,27.42365
" Public Protector South Africa - National Head Office, Pretoria",+27 12 366 7143,"Hillcrest Office Park, 175 Lunnon Street, Hillcrest, Pretoria, Gauteng, 0083","-25.75770, 28.24041",-32.92419,27.42365
 Qalakabusha Home-Based Care,+27 11 936 5298,"People's Centre, 8299 Pela Street, Orlando West, Orlando, Gauteng, 1804","-26.23613, 27.91686",-32.92419,27.42365
 Rabie Ridge Municipal Clinic,+27 11 310 1977,"Corner of Korhaan Street and Stilt Avenue, Rabie Ridge, Tembisa, Gauteng, 1632","-26.01971, 28.17169",-32.92419,27.42365
 Rahima Moosa Mother and Child Hospital,+27 11 470 9000,"Corner of Fuel and Oudtshoorn Streets, Coronationville, Johannesburg, Gauteng, 2093","-26.18878, 27.97286",-32.92419,27.42365
 Ramaphosa Clinic,+27 11 999 5278,"Ingwamza Street, Ramaphosa Extention 5, Reiger Park, Boksburg, Gauteng, 1459","-26.23306, 28.20501",-32.92419,27.42365
 Ramotse Clinic - Gauteng,+27 12 719 2011,"Next to Lebelo Primary School, Ramotse, Hammanskraal, Gauteng, 0427","-25.35760, 28.29507",-32.92419,27.42365
 Randburg Clinic,+27 11 787 9393,"Corner of Brandfisher and Selkirk Streets, Blairgowrie, Randburg, Gauteng, 2194","-26.09662, 28.00465",-32.92419,27.42365
 Randvaal Clinic,+27 16 360 5836,"84 Rooibok Street, Highbury, Randvaal, Gauteng, 1873","-26.52186, 28.03820",-32.92419,27.42365
 Ratanda Clinic,+27 16 343 9398,"2844 Boschhoek Street, Ratanda, Heidelberg, Gauteng, 1441","-26.55387, 28.32579",-32.92419,27.42365
 Ratanda Extensions 23 and 26 Clinic,+27 82 440 1723,"6461 Gudluza Street, Ratanda Extension 23, Ratanda, Heidelberg, Gauteng, 1441","-26.55637, 28.32459",-32.92419,27.42365
 Rayton Clinic,+27 12 734 4274,"Corner of Montrose and Oakley Streets, Rayton, Gauteng, 1001","-25.73902, 28.53189",-32.92419,27.42365
 Re-Action! Consulting - Gauteng,+27 11 880 6993,"7 Selby Road, Parkwood, Johannesburg, Gauteng, 2193","-26.14944, 28.04121",-32.92419,27.42365
 Reach Out Community Project,+27 16 591 7059,"7262 Evaton West Extension 4, Mafatsana, Gauteng, 1984","-26.51766, 27.82071",-32.92419,27.42365
 Reedville Clinic,+27 11 999 9276,"Stand 604-605, Ottawa Street, Reedville, Springs, Gauteng, 1559","-26.26489, 28.39084",-32.92419,27.42365
 Refilwe Clinic,+27 12 732 0671,"1165 Masina Drive, Refilwe, Cullinan, Gauteng, 1003","-25.63769, 28.53038",-32.92419,27.42365
 Rensburg Clinic,+27 16 340 4511,"Corner of Roets and Cilliers Streets, Rensburg, Heidelberg, Gauteng, 1441","-26.52404, 28.37193",-32.92419,27.42365
 Reproductive Choices Clinic,+27 11 315 6303,"Suite M103A, 1st Floor, The Boulders Shopping Centre Office Block, Midrand, Gauteng, 1682","-25.97836, 28.12188",-32.92419,27.42365
 Rethabiseng Clinic,+27 13 937 0146,"310 Rethabiseng Street, Bronkhorstspruit, Gauteng, 1020","-25.71850, 28.71239",-32.92419,27.42365
 Retrouvaille - Johannesburg,+27 83 339 7692,"Johannesburg, Gauteng, 2090","-26.10799, 28.14775",-32.92419,27.42365
 Retswelapele Clinic,+27 16 451 8938,"8881 Mareka Street, Sharpeville, Vereeniging, Gauteng, 1928","-26.67758, 27.87457",-32.92419,27.42365
 Rex Street Clinic,+27 11 760 2231,"15 Rex Street, Roodepoort, Gauteng, 1724","-26.15948, 27.86495",-32.92419,27.42365
 Riverlea Clinic,+27 11 474 2881,"1 Colorado Street, Riverlea, Johannesburg, Gauteng, 2093","-26.21219, 27.97585",-32.92419,27.42365
 Riverlea-Orlando Nceda Project,+27 79 696 0017,"1781 Sandpiper Street, Amalgam, Johannesburg, Gauteng, 2093","-26.20948, 27.97641",-32.92419,27.42365
 Roc-Community Fellowship Centre,+27 82 642 6891,"8397 Twala Street, Orlando West, Orlando, Gauteng, 1804","-26.22943, 27.90692",-32.92419,27.42365
 Roodeplaat Orphans and Vulnerable Children Care,+27 83 724 1998,"Plot 175, Kameeldrif East, Derdepark, Gauteng, 0035","-26.09284, 28.08149",-32.92419,27.42365
 Roodepoort West Princess Clinic,+27 11 764 4802,"8 Harry Street, Princess, Roodepoort, Gauteng, 1724","-26.13731, 27.84370",-32.92419,27.42365
 Rooihuiskraal Clinic,+27 12 358 0100,"Library Complex, Tiptol Corner, Pierre van Ryneveld, Pretoria, Gauteng, 0157","-25.89370, 28.15372",-32.92419,27.42365
 Rosettenville Clinic,+27 11 435 1045,"1 Rose Street, Rosettenville, Johannesburg, Gauteng, 2190","-26.24493, 28.05775",-32.92419,27.42365
 Rosslyn Clinic,+27 12 358 9548,"1 Piet Rautenbach Street, Rosslyn, Pretoria, Gauteng, 0200","-25.62671, 28.09612",-32.92419,27.42365
 Rudo Home-Based Care,+27 83 243 1271,"786 Makinta Street, Fochville, Gauteng, 2515","-26.30355, 28.38832",-32.92419,27.42365
 Rustervaal Clinic,+27 16 556 1212,"66 Kiepersol Avenue, Vereeniging, Gauteng, 1939","-26.57481, 27.95093",-32.92419,27.42365
 SA Cares for Life,+27 12 342 5720,"996 Park Street, Hatfield, Pretoria, Gauteng, 0083","-25.74876, 28.24048",-32.92419,27.42365
 SA Drug Abusers and AIDS Council,+27 11 988 5555,"10623 Maseru Street, Meadowlands Zone 9, Meadowlands, Gauteng, 1852","-26.20633, 27.88138",-32.92419,27.42365
 Sakha Uluntu Home-Based Care,+27 11 022 0926,"291 Mkumbi Street, Dlamini Extension 2, Tshiawelo, Gauteng, 1818","-26.26974, 27.87275",-32.92419,27.42365
 Sakhile/Samkele Home-Based Care,+27 11 863 8437,"11265 Ukhokho Street, Vosloorus Extension 14, Rusloo, Gauteng, 1475","-26.36133, 28.22148",-32.92419,27.42365
 Sakhisizwe Care Centre,+27 11 734 3222,"22 Mackenzie Street, Dunnottar, Nigel, Gauteng, 1496","-26.34114, 28.42171",-32.92419,27.42365
 Sandown Clinic,+27 11 883 7833,"139 West Street, Sandton, Gauteng, 2196","-26.10675, 28.05549",-32.92419,27.42365
 Santu HIV and AIDS Relief Project,+27 83 771 1585,"Lufhereng, 906 Moholo Street, Roodepoort, Gauteng, 1725","-27.96627, 26.78207",-32.92419,27.42365
 Saulsville Clinic,+27 12 358 3362,"31A Sekhu Street, Saulsville, Pretoria, Gauteng, 0125","-25.77869, 28.06719",-32.92419,27.42365
 Sead Clinic - Gauteng,+27 11 999 9276,"1738 Ntonga Street, Masechabaview, Duduza, Nigel, Gauteng, 1496","-26.39318, 28.39597",-32.92419,27.42365
 Sebei Motsoeneng Clinic,+27 16 594 0007,"Stand 7419, Sebokeng, Gauteng, 1983","-26.57402, 27.84564",-32.92419,27.42365
 Seboka Training and Support Network,+27 12 341 4297,"Room 105, 1st Floor, Neo Enterprise Building, Pilane Street, Mabopane, Gauteng, 0190","-25.47902, 28.03975",-32.92419,27.42365
 Sebokeng Hospital,+27 16 930 3000,"Moshoeshoe Street, Sebokeng, Gauteng, 1983","-26.60611, 27.84622",-32.92419,27.42365
 Sebokeng Zone 13 Clinic,+27 16 594 2843,"Stand 76, Kananelo Street, Sebokeng Zone 13, Sebokeng, Gauteng, 1983","-26.57785, 27.83586",-32.92419,27.42365
 Sebokeng Zone 14 Clinic,+27 16 592 6040,"Stand 65, Sebokeng Zone 14, Sebokeng, Gauteng, 1983","-26.58764, 27.83519",-32.92419,27.42365
 Sebueng Itumeleng,+27 11 755 8688,"472 Aretsogeng, Westonaria, Gauteng, 1779","-26.32496, 27.67690",-32.92419,27.42365
 Sechaba Advancement Project,+27 11 736 5341,"14 Masike Street, KwaThema, Springs, Gauteng, 1575","-25.59770, 27.99446",-32.92419,27.42365
 Sediba Hope HIV and AIDS Programme,+27 12 321 5616,"173 Bosman Street, Pretoria, Gauteng, 0002","-25.74808, 28.18575",-32.92419,27.42365
 Sedilega Clinic,+27 12 702 2300,"Stand 891, Mabopane Block U, Mabopane, Gauteng, 0190","-25.49973, 28.03550",-32.92419,27.42365
 Sello HIV and AIDS and Geriatric Services,+27 83 998 4073,"Stand 20, Mabopane Unit R, Mabopane, Gauteng, 0190","-25.50142, 28.08115",-32.92419,27.42365
 Selope Thema Clinic,+27 11 999 8781,"Stand 25659, KwaThema West Extension 3, Springs, Gauteng, 1575","-26.30783, 28.41897",-32.92419,27.42365
 Sex Workers Education and Advocacy Taskforce - Gauteng,+27 11 331 0077,"9th Floor, Ghandi Square, Main street, Johannesburg, Gauteng, 2001","-26.20694, 28.04346",-32.92419,27.42365
 Sexual Assault Clinic,+27 11 420 0523,"6B Railway Avenue, Benoni West, Benoni, Gauteng, 1500","-26.18790, 28.30325",-32.92419,27.42365
 Sharpeville Clinic,+27 16 451 6878,"9173 Zwane Street, Vanderbijlpark, Gauteng, 1911","-26.68951, 27.87486",-32.92419,27.42365
 Silverton Clinic,+27 12 804 8958,"505 Pretoria Road, Silverton, Pretoria, Gauteng, 0184","-25.73308, 28.29282",-32.92419,27.42365
 Simunye Clinic - Brakpan,+27 11 999 8120,"20069 Nhlangwini Street, Tsakane Extension 8, Tsakane, Gauteng, 1550","-26.36900, 28.36075",-32.92419,27.42365
 Sinakekela Umphakathi,+27 12 378 1476,"2J, 111B, Brazzaville, Atteridgeville, Pretoria, Gauteng, 0008","-25.77552, 28.04690",-32.92419,27.42365
 Sinethemba Clinic,+27 11 850 7493,"Stand 810, Corner Mthikhulu and Foreman Streets, Poortje, Orange Farm, Gauteng, 1841","-26.45650, 27.76660",-32.92419,27.42365
 Sinethemba Community Project,+27 11 933 1833,"Situated within Mpanza Primary School, Diepkloof Zone 6, Diepkloof, Gauteng, 1862","-26.25708, 27.94433",-32.92419,27.42365
 Sinethemba Support Group,+27 78 336 0578,"Situated within Nokuthela Ngwenya Clinic, Vlakfontein Road, Dunnoter, Nigel, Gauteng, 1496","-26.35172, 28.42441",-32.92419,27.42365
 Sinethemba/Have Hope,+27 84 801 7252,"Stand 106, Delmore Informal Settlement, Witfield, Boksburg, Gauteng, 1459","-26.18440, 28.20998",-32.92419,27.42365
 Sinezwi Gospel Power Ministry,+27 83 507 5931,"B112, Roodekop Informal Settlement, Buhle Park, Germiston, Gauteng, 1401","-26.20999, 28.16019",-32.92419,27.42365
 Sinoville Crisis Centre,+27 12 543 9000,"257 Konavle Street, Sinoville, Pretoria, Gauteng, 0182","-25.68063, 28.21704",-32.92419,27.42365
 Siphumelele Clinic - Doornkop,+27 11 765 4066,"Stand 3204, Doornkop, Dobsonville, Gauteng, 1874","-26.22336, 27.80715",-32.92419,27.42365
 Siphumlile Clinic,+27 11 027 7023,"3206 Block 4, CBD Area, Dorinkop, Johannesburg, Gauteng, 1724","-26.24306, 27.80639",-32.92419,27.42365
 Siqobile Community-Based Care,+27 73 842 1496,"Stand 831, Speru-Speru Squatter Camp, Westonaria, Gauteng, 1779","-26.32105, 27.65129",-32.92419,27.42365
 Siyakhula Children's Home,+27 82 399 0086,"Carnation Avenue, Legadi Extension, Orange Farm, Gauteng, 1841","-26.49969, 27.83616",-32.92419,27.42365
 Siyakhula HBC Community Project,+27 83 365 3143,"Room 97, Kagiso Hostel Block 5, Krugersdorp, Gauteng, 1739","-26.10252, 27.77557",-32.92419,27.42365
 Siyaphila Youth Support Services,+27 72 070 7927,"1005 Arcadia Street, Hatfield, Pretoria, Gauteng, 0083","-25.74685, 28.24699",-32.92419,27.42365
 Sizanani Children's Home,+27 13 935 7918,"Groblersdal Road, Bronkhorstspruit, Gauteng, 1020","-25.80831, 28.72961",-32.92419,27.42365
 Sizanani Community Development Project,+27 72 230 0184,"Stand 7739, Orange Farm Extension 3, Orange Farm, Gauteng, 1841","-26.45733, 27.85320",-32.92419,27.42365
 Sizanani Home-Based Care - Gauteng,+27 11 936 4248,"657 Rev Frederick S Modise Drive, Meadowlands West, Meadowlands, Gauteng, 1852","-26.21708, 27.90912",-32.92419,27.42365
 Sizwe Tropical Hospital,+27 11 531 4300,"2 Modderfontein Road, Sandringham, Johannesburg, Gauteng, 2192","-26.13777, 28.11709",-32.92419,27.42365
 Skinner Clinic,+27 12 354 1654,"Corner of Dr Savage and Voortrekker Roads, Pretoria, Gauteng, 0002","-25.73271, 28.19980",-32.92419,27.42365
 Slovo Park Clinic,+27 11 999 8303,"1932 Durban Drive, Slovo Park, Springs, Gauteng, 1559","-26.21235, 28.48927",-32.92419,27.42365
 Sokhulumi Clinic,+27 82 335 2802,"Stand 220, Sokhulumi Township, Bronkhorstspruit, Gauteng, 1020","-25.60281, 28.89730",-32.92419,27.42365
 Sol Plaatjies Clinic,+27 11 026 5104,"Near to the Old Mine Shaft, Durban Deep, Roodepoort, Gauteng, 1724","-26.17087, 27.86191",-32.92419,27.42365
 Sonke Gender Justice - Gauteng,+27 11 339 3589,"Stevenson Building, 62 Juta Street, Braamfontein, Johannesburg, Gauteng, 2017","-26.19459, 28.03400",-32.92419,27.42365
 Sonto Thobela Clinic,+27 11 999 9277,"982 Mandela Drive, Bluegumview, Duduza, Gauteng, 1496","-26.38366, 28.39528",-32.92419,27.42365
 Sophiatown Clinic,+27 11 477 5649,"Corner of Edward Road and Gibson Street, Triomf, Johannesburg, Gauteng, 2092","-26.17311, 27.98033",-32.92419,27.42365
 Sophiatown Community Psychological Services,+27 11 482 8530,"4 Lancaster Road, Westdene, Johannesburg, Gauteng, 2094","-26.38763, 27.85724",-32.92419,27.42365
 SOS Children's Village - Johannesburg,+27 11 234 8708,"19B Morris Street, Woodmead East, Bryanston, Gauteng, 2191","-26.04229, 28.06757",-32.92419,27.42365
 SOS Children's Village - Mamelodi,+27 11 234 8708,"21313 Sibande Street, Mamelodi, Pretoria, Gauteng, 0122","-25.70447, 28.34495",-32.92419,27.42365
 Soshanguve Block X Clinic,+27 12 712 3900,"Stand 920, Soshanguve Block X, Soshanguve, Gauteng, 0152","-25.55618, 28.06474",-32.92419,27.42365
 Soshanguve Community Health Centre,+27 12 790 3304,"Stand 1834, Soshanguve Block BB, Soshanguve, Gauteng, 0152","-25.49410, 28.09198",-32.92419,27.42365
 South African Male Survivors of Sexual Abuse,+27 71 280 9918,"1st Floor, SEWAFRICA House, 136 Pritchard Street, Johannesburg, Gauteng, 2001","-26.20228, 28.04997",-32.92419,27.42365
 South African National Council on Alcoholism and Drug Dependence - Castle Carey Clinic - Pretoria,+27 11 917 5015,"Corner of Brits Road and Waterbok Street, Pretoria North, Pretoria, Gauteng, 0182","-25.73843, 28.26699",-32.92419,27.42365
" South African Police Service Family Violence, Child Protection and Sexual Offences Unit - Braamfontein",+27 11 403 3413,"176 Smith Street, Braamfontein, Johannesburg, Gauteng, 2001","-26.40537, 27.83002",-32.92419,27.42365
" South African Police Service Family Violence, Child Protection and Sexual Offences Unit - Germiston",+27 11 871 5470,"10 Long Street, Germiston, Gauteng, 1401","-26.21639, 28.16243",-32.92419,27.42365
" South African Police Service Family Violence, Child Protection and Sexual Offences Unit - Katlehong",+27 11 617 3664,"Mosihoa Street, Ramokonopi, Katlehong, Gauteng, 1434","-26.35825, 28.15928",-32.92419,27.42365
" South African Police Service Family Violence, Child Protection and Sexual Offences Unit - Mabopane",+27 12 701 2956,"Room 320, 2nd Floor, Central House Building, Station Road, Mabopane, Gauteng, 0221","-26.30248, 28.58699",-32.92419,27.42365
" South African Police Service Family Violence, Child Protection and Sexual Offences Unit - Temba",+27 12 717 9141,"Jubilee Road, Temba, Gauteng, 0407","-26.24217, 28.29450",-32.92419,27.42365
 South African Red Cross Society - Benoni,+27 11 849 2723,"7 Reilly Merry Street, Rynfield, Benoni, Gauteng, 1501","-26.15849, 28.32155",-32.92419,27.42365
 South African Red Cross Society - Brakpan,+27 11 740 0074,"7 Derby Street, Brakpan, Gauteng, 1541","-26.24495, 28.35989",-32.92419,27.42365
 South African Red Cross Society - Johannesburg,+27 11 053 8927,"87 De Korte Street, Braamfontein, Johannesburg, Gauteng, 2001","-26.19313, 28.04021",-32.92419,27.42365
 South African Red Cross Society - Soweto,+27 11 984 4307,"3191 Rockville Malahi Street, Moroka, Tshiawelo, Gauteng, 1818","-26.29995, 27.94618",-32.92419,27.42365
 South African Red Cross Society - Vanderbijlpark,+27 16 933 2779,"3 Jean Street, Vanderbijlpark, Gauteng, 1911","-26.71203, 27.83422",-32.92419,27.42365
 South African Traditional Healers Health Care HIV and AIDS Group,+27 11 860 3403,"Stand 254, Ngema Section, Katlehong, Gauteng, 1431","-26.33282, 28.15176",-32.92419,27.42365
 South Hills Clinic,+27 11 623 1297,"Corner of Estantia Avenue and Geneva Road, South Hills, Johannesburg, Gauteng, 2197","-26.25131, 28.08789",-32.92419,27.42365
 Southern African Episcopal Catholic Community Co-operative Church,+27 72 100 4689,"2352B Maphanga Street, Zola Extension 2, Kwaxuma, Gauteng, 1868","-26.24812, 27.83429",-32.92419,27.42365
 Soutpansleegte Clinic,+27 72 230 8050,"Stand 186, Ga-habedi Zone 2, Temba, Gauteng, 0410","-26.21793, 27.89638",-32.92419,27.42365
 Soweto Kliptown Youth Centre,+27 82 950 3340,"49 Station Road, Kliptown, Eldoradopark, Gauteng, 1811","-26.30248, 28.58699",-32.92419,27.42365
