Region,Proclaimed Magisterial District,Court Type,Office Name,Previously known as,Also known as,Equality Court,Small Claims Court,Sexual Offence Court,Mediation Services,telephone,fax,postal_adress,adress,GPS
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Branch Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Phoenix</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '031 5078566']","[<span class=""officecolor"">Fax: </span>, '031 5076566']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X7, Verulam 4340']","[<span class=""officecolor"">Physical Address: </span>, 'c/o Phoenix Highway & Pegasus Drive, Phoenix 4068\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 31.00731; S -29.70091\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Branch Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Phungashe</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '039 835 0031']","[<span class=""officecolor"">Fax: </span>, '039 835 1096']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X562, Highflats 3306']","[<span class=""officecolor"">Physical Address: </span>, 'Luphepheni Location\xa0 ST Faiths Road, Highflats 3306\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 30.15289; S -30.42555\t']"
"[<span class=""officecolor"">Region:</span>, ' Free State']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Witsieshoek']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Phuthaditjhaba</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2"">Witsieshoek</span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>, 'Yes']","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '058 713 0071']","[<span class=""officecolor"">Fax: </span>, '058 713 6413']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X801, Witsieshoek 9870']","[<span class=""officecolor"">Physical Address: </span>, 'c/o Moremoholo & Setai Street, Setsing Complex, Witsieshoek 9870\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 28.80829; S -28.53581\t']"
"[<span class=""officecolor"">Region:</span>, ' Limpopo']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Pienaars River</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '014 736 2231']","[<span class=""officecolor"">Fax: </span>, '014 736 5210/0865075648']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1617, Bela-Bela 0480']","[<span class=""officecolor"">Physical Address: </span>, 'R101 Warmbad, Pienaarsrivier\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-25.20261; 28.29626\t']"
"[<span class=""officecolor"">Region:</span>, ' North West']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Piet Plessis</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '053 928 4209']","[<span class=""officecolor"">Fax: </span>, '053 927 2309']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X06, Vryburg 8600']","[<span class=""officecolor"">Physical Address: </span>, 'n/a\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-26.16245; 24.40736\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Pietermaritzburg']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Pietermaritzburg</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>, 'Yes']","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '033 355 5100/ 5172']","[<span class=""officecolor"">Fax: </span>, '033 345 0324']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X9011, Pietermaritzburg 3002']","[<span class=""officecolor"">Physical Address: </span>, 'c/o Church & Otto Street, Pietermaritzburg, 3201\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 30.37971; S -29.59972\t']"
"[<span class=""officecolor"">Region:</span>, ' Western Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Piketberg']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Piketberg</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '022 913 1110/3179']","[<span class=""officecolor"">Fax: </span>, '022 913 2155']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X12, Piketberg 7320']","[<span class=""officecolor"">Physical Address: </span>, '44 Voortrekker Street, Piketberg 7320\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 18.75451; S -32.90652\t']"
"[<span class=""officecolor"">Region:</span>, ' Mpumalanga']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Branch Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Pilgrim’s Rest</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '013 767 1221']","[<span class=""officecolor"">Fax: </span>, '013 767 1221 Tel/Fax']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X507, Sabie 1260']","[<span class=""officecolor"">Physical Address: </span>, 'Court House Main Street, Pilgrims Rest\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-24.90928; 30.75679\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Pinetown']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Pinetown</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '031 710 7800']","[<span class=""officecolor"">Fax: </span>, '031 709 0339']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X9004, Pinetown 3600']","[<span class=""officecolor"">Physical Address: </span>, '5 Chancery Lane, Pinetown 3600\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 30.86096; S -29.81865\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Branch Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Plessislaer</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2"">Vulindlela</span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '033 398 1390/1116/1167']","[<span class=""officecolor"">Fax: </span>, '033 398 6923']","[<span class=""officecolor"">Postal Address: </span>, 'Private bag X 9076, Pietermaritzburg 3200']","[<span class=""officecolor"">Physical Address: </span>, 'Old Main Road\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 30.33356; S -29.64589\t']"
"[<span class=""officecolor"">Region:</span>, ' Northern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Pofadder']","[<span class=""officecolor"">Court Type: </span>, 'Detached Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Pofadder</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '054 933 0021']","[<span class=""officecolor"">Fax: </span>, '054 933 0600']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1, Pofadder, 8890']","[<span class=""officecolor"">Physical Address: </span>, 'Skool Street, Pofadder, 8890\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-29.12479; 19.39461\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Branch Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Point</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, 'See Durban']","[<span class=""officecolor"">Fax: </span>, 'See Durban']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X54308 Durban ']","[<span class=""officecolor"">Physical Address: </span>, 'Inter-Lia Point SAPS on 165 Prince Street Durban \t']","[<span class=""officecolor"">GPS Coordinates: </span>, ' ']"
"[<span class=""officecolor"">Region:</span>, ' Limpopo']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Pietersburg']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Polokwane</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2"">Pietersburg</span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>, 'Yes']","[<span class=""officecolor"">Tel: </span>, '015 294 6000']","[<span class=""officecolor"">Fax: </span>, '015 294 6074']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X9320, Polokwane 0700']","[<span class=""officecolor"">Physical Address: </span>, '34 Landdros Mare street, Polokwane 0699\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-23.91451; 29.4541\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Pomeroy</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '033 493 0001/ 0005']","[<span class=""officecolor"">Fax: </span>, '033 493 0030']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X501, Tugela Ferry 3010']","[<span class=""officecolor"">Physical Address: </span>, '7 Polinghome Str, Pomeroy\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 30.42193; S -28.55156\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Pongola (Area), Magudu (Sub)']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Pongola</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '034 413 1350 / 1364']","[<span class=""officecolor"">Fax: </span>, '034 413 2098']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X0001, Pongola 3170']","[<span class=""officecolor"">Physical Address: </span>, 'Koppie Alleen Str,  Pongola 3170\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 31.61894; S -27.384\t']"
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Bathurst']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Port Alfred</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '046 624 1144']","[<span class=""officecolor"">Fax: </span>, '046 624 5730']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag x 1, Port Alfred 5325']","[<span class=""officecolor"">Physical Address: </span>, 'Pascoe Crescent , Port Alfred 5325\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 26.89058; S -33.59167\t']"
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Port Elizabeth']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Port Elizabeth</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2"">New Lock</span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>, 'Yes']","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '041 502 5133/ 5111/ 5214']","[<span class=""officecolor"">Fax: </span>, '041 484 5638']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag x 3904, North End PE 6056']","[<span class=""officecolor"">Physical Address: </span>, '584 Govan Mbeki Street, North End Port Elizabeth 6056\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 25.60463; S -33.94436\t']"
"[<span class=""officecolor"">Region:</span>, ' Northern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Namaqualand']","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Port Nolloth</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes (Sessions Only)']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '027 851 8313']","[<span class=""officecolor"">Fax: </span>, '027 851 8017']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X101, Port Nolloth, 8280']","[<span class=""officecolor"">Physical Address: </span>, 'Kuswag Street, Port Nolloth\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-29.25162; 16.86838\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Port Shepstone']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Port Shepstone</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '039 682 0136']","[<span class=""officecolor"">Fax: </span>, '039 682 5017']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X845, Port Shepstone 4240']","[<span class=""officecolor"">Physical Address: </span>, '5 Court House Road, Port Shepstone 4240\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 30.44789; S -30.7346\t']"
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Port St Johns']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Port St Johns</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '047 564 1120/ 1444']","[<span class=""officecolor"">Fax: </span>, '047 564 1106']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag x 1006, Port St Johns 5540']","[<span class=""officecolor"">Physical Address: </span>, '52 Westgate Street, Port St Johns 5540\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 29.54936; S -31.62286\t']"
"[<span class=""officecolor"">Region:</span>, ' Western Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Branch Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Porterville</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '022 931 2410/ 2162']","[<span class=""officecolor"">Fax: </span>, '022 931 2120']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1, Porterville 6810']","[<span class=""officecolor"">Physical Address: </span>, '37 Voortrekker Street, Porterville 6810\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 18.99315; S -33.01163\t']"
"[<span class=""officecolor"">Region:</span>, ' Northern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Postmasburg']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Postmasburg</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '053 313 1155']","[<span class=""officecolor"">Fax: </span>, '053 313 2580']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X3032, Postmasburg, 8420']","[<span class=""officecolor"">Physical Address: </span>, '13 Jordaan Street, Postmasburg, 8420\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-28.33374; 23.06815\t']"
"[<span class=""officecolor"">Region:</span>, ' North West']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Potchefstroom, Ventersdorp']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Potchefstroom</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>, 'Yes']","[<span class=""officecolor"">Mediation Services: </span>, 'Yes']","[<span class=""officecolor"">Tel: </span>, '018 294 1600']","[<span class=""officecolor"">Fax: </span>, '018 294 0018/5075']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X923, Potchefstroom 2520']","[<span class=""officecolor"">Physical Address: </span>, 'Cnr Peter Mokaba & Wolmarans Street, Potchefstroom 2531\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-25.646229; 27.213076\t']"
"[<span class=""officecolor"">Region:</span>, ' Limpopo']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Praktiseer']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Praktiseer</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2"">Ga-Marotha</span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '013 216 1091']","[<span class=""officecolor"">Fax: </span>, '013 216 1730']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1013, Burgersfort 1150']","[<span class=""officecolor"">Physical Address: </span>, 'Police Station Street, Praktiseer 1150\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-24.58074; 30.32332\t']"
"[<span class=""officecolor"">Region:</span>, ' Gauteng']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Pretoria, Soshanguve']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Pretoria</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>, 'Yes']","[<span class=""officecolor"">Mediation Services: </span>, 'Yes']","[<span class=""officecolor"">Tel: </span>, '012 319 4000']","[<span class=""officecolor"">Fax: </span>, '012 328 6546']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X61, Pretoria 0001']","[<span class=""officecolor"">Physical Address: </span>, 'Cnr Schoeman (Francis Baard) & Schubart (Sophie De Bruyn) Street, Pretoria 0001\xa0\xa0\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-25.74825; 28.18449\t']"
