Region	District	court_type	office_name	equality_court	small_claims_court	sexual_offense_court	telephone	fax	Address	GPS
 ' Free State']	 'Ladybrand']	 'Magistrate Court']	" <span class=""officenamecolor"">Ladybrand</span>]"	 'Yes ']	 'Yes']		 '051 924 3210']	 '051 924 2474']	 '21 Church Street, Ladybrand 9745\t']	 'E 27.45637; S -29.19637\t']
 ' KwaZulu-Natal']	 'Klip River']	 'Magistrate Court']	" <span class=""officenamecolor"">Ladysmith</span>]"	 'Yes ']	 'Yes']		 '036 637 6771']	 '036 631 0498']	 '16 Keate Street, Ladysmith 3370\t']	 'E 29.77884; S -28.55928\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Laersdrift</span>]"	 'No ']	 'No']		 '013 283 7500']	 '013 282 5377']	 'SAPS Laersdrif \t']	 '-25.36766; 29.85622\t']
 ' Western Cape']	 'Laingsburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Laingsburg</span>]"	 'Yes ']	 'Yes']		 '023 551 1010/ 1481']	 '023 551 1296']	 '54 Station Street, Laingsburg 6900\t']	 'E 20.85924; S -33.19728\t']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Lamberts Bay</span>]"	 'No ']	 'No']		 '027 482 2114/5']	 '027 482 2412']	 'Voortrekker Street, Lamberts Bay\t']	 'E 18.30544; S -32.09259\t']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Langebaan</span>]"	 'No ']	 'No']		 '022 723 0506']	 '022 723 1522/0866445110']	 '7 Antonio Steni Street, Langebaan \t']	 'E 18.03574; S -33.08286\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Leboeng</span>]"	 'No ']	 'No']		 '013 216 1091']	 '013 216 1730']	 'Mbeki Street,Leboeng Village\t']	 '-24.50923; 30.64792\t']
 ' Limpopo']	 'Thabamoopo']	 'Magistrate Court']	" <span class=""officenamecolor"">Lebowakgomo</span>]"	 'Yes ']	 'Yes']		 '015 633 2600']	 '015 633 7178']	 'Next to Mabhori Shopping Centre, Chuenespoort 0737\t']	 '-24.32035; 29.47842\t']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Leeu-Gamka</span>]"	 'No ']	 'No']		 '023 541 1450/ 1831']	 '023 541 1955']	 'n/a\t']	 'E 21.9688; S -32.7661\t']
 ' North West']	 'Ramotshere Moiloa']	 'Magistrate Court']	" <span class=""officenamecolor"">Lehurutshe</span>]"	 'Yes ']	 'Yes']		 '018 363 5600/1/2/3/4']	 '018 363 3387']	 '2520 AP Moloto Street, Lehurutshe\t']	 '-25.49137; 25.98336\t']
 ' Gauteng']	 'Soweto']	 'Branch Court']	" <span class=""officenamecolor"">Lenasia</span>]"	 'No ']	 'Yes (Sessions Only)']		 '011 854 1305']	 '865074817']	 '2 Station Place (Cnr Station & Nirvana Drive), Lenasia 1821\t']	 '-26.31784; 27.82435\t']
 ' Limpopo']	 'Naphuno']	 'Magistrate Court']	" <span class=""officenamecolor"">Lenyenye</span>]"	 'Yes ']	 'Yes']		 '015 355 3414/5/6']	 '015 355 3463']	 'Cnr Magistrate & Police Street, Lenyenye 0857\t']	 '-23.97211; 30.27002\t']
 ' Limpopo']	 'Ellisras']	 'Magistrate Court']	" <span class=""officenamecolor"">Lephalale</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '014 763 2178 / 763 1047']	 '014 763 3840']	 '2 Park Avenue, Lephalale 0555\t']	 '-23.67796; 27.73573\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Leslie</span>]"	 'No ']	 'No']		 '017 632 2204']	 '017 632 2835']	 'c/o Norda & Diaz Street, SAPS Leslie\t']	 '-26.36962; 28.92187\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Letsitele</span>]"	 'No ']	 'No']		 '015 307 3770']	 '015 307 4163']	 'Joubert Street, Letsitele\t']	 '-23.89401; 30.39273\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Levubu</span>]"	 'No ']	 'No']		 '015 516 0181/2/3']	 '015 516 0044']	 'Main Road,SAPS  Levubu\t']	 '-23.09212; 30.27622\t']
 ' Eastern Cape']	 'Libode']	 'Magistrate Court']	" <span class=""officenamecolor"">Libode</span>]"	 'Yes ']	 'Yes']		 '047 555 0002']	 '047 555 0101']	 'Main Street (R61), Libode 5160\t']	 'E 29.01547; S -31.54138\t']
 ' North West']	 'Lichtenburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Lichtenburg</span>]"	 'Yes ']	 'Yes']		 '018 632 7900']	 '018 632 3619']	 'Landdros Maartens Avenue, Lichtenburg 2740\t']	 '-26.15958; 26.1506\t']
 ' Northern Cape']	 'Postmasburg']	 'Periodical Court']	" <span class=""officenamecolor"">Lime Acres</span>]"	 'No ']	 'Yes (Sessions Only)']		 '053 313 1155']	 '053 313 2580']	 'Sentraal Weg, Lime Acres\t']	 '-28.35899; 23.52476\t']
 ' Free State']	 'Lindley']	 'Magistrate Court']	" <span class=""officenamecolor"">Lindley</span>]"	 'Yes ']	 'Yes']		 '058 463 0012 / 0083']	 '058 463 0615']	 '20 Church Street, Lindley, 9630\t']	 'E 27.92125; S -27.88119\t']
 ' Northern Cape']	 'Calvinia']	 'Periodical Court']	" <span class=""officenamecolor"">Loeriesfontein</span>]"	 'No ']	 'Yes (Sessions Only)']		 '027 341 1017/ 2920']	 '027 341 1483']	 'Government Street SAPS, Loeriesfontein\t']	 '-30.95631; 19.449\t']
 ' Gauteng']		 'Branch Court']	" <span class=""officenamecolor"">Long Street</span>]"	 'No ']	 'No']		 '011 921 2606']	 '011 970 1437']	 '11 Long Street, Kempton Park 1620\t']	 '-26.103781; 28.229819\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Lothair</span>]"	 'No ']	 'No']		 '017 819 3462/ 63/66']	 '017 819 2735']	 'No 1 Main Street, Lothair\t']	 '-26.39039; 30.44042\t']
 ' Limpopo']	 'Soutpansberg']	 'Magistrate Court']	" <span class=""officenamecolor"">Louis Trichardt</span>]"	 'Yes ']	 'Yes']		 '015 516 0181/2/3']	 '015 516 0044']	 '103 Munnik Street, Louis Trichardt 0920\t']	 '-23.03811; 29.90637\t']
 ' KwaZulu-Natal']	 'Ngotshe']	 'Magistrate Court']	" <span class=""officenamecolor"">Louwsburg</span>]"	 'Yes ']	 'Yes']		 '034 907 5015']	 '034 907 5901']	 'Cnr King & Avenue Street, Louwsburg 3150\t']	 'E 31.28259; S -27.58056\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Low’s Creek</span>]"	 'No ']	 'No']		 '013 712 2104/ 3284/ 3267']	 '013 712 5122']	" ""SAPS Low's Creek\t""]"	 '-25.64453; 31.29336\t']
 ' Northern Cape']	 'Loxton, Victoria West, Vosburg']	 'Periodical Court']	" <span class=""officenamecolor"">Loxton</span>]"	 'No ']	 'Yes (Sessions Only)']		 '053 621 0007']	 '053 621 0866']	 'Kerk Street, Loxton\t']	 '-31.47715; 22.3501\t']
 ' Free State']		 'Periodical Court']	" <span class=""officenamecolor"">Luckhoff</span>]"	 'No ']	 'No']		 '051 723 0002']	 '051 723 0103']	 'cnr - Voortrekker and Fourie Steet\t']	 'E 24.78775; S -29.75082\t']
 ' Limpopo']	 'Lulekani']	 'Magistrate Court']	" <span class=""officenamecolor"">Lulekani</span>]"	 'Yes ']	 'Yes']		 '015 783 0151/2']	 '015 783 0620']	 'Chris Hani Street, Lulekani 1392\t']	 '-23.86722; 31.08087\t']
 ' Eastern Cape']	 'Lusikisiki']	 'Magistrate Court']	" <span class=""officenamecolor"">Lusikisiki</span>]"	 'Yes ']	 'Yes']		 '039 253 1512']	 '039 253 1125']	 'c/o Stanford & Main Street, Lusikisiki 4820\t']	 'E 29.57209; S -31.3646\t']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Lutzville</span>]"	 'No ']	 'No']		 '027 213 2010']	 '027 213 4823']	 'Matzikama Street, Lutzville\t']	 'E 18.3448; S -31.55888\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Maartenshoop</span>]"	 'No ']	 'No']		 '013 235 2325/6/7']	 '013 235 3411']	 'n/a\t']	 '-24.99109; 30.23391\t']
 ' Eastern Cape']	 'Maclear']	 'Magistrate Court']	" <span class=""officenamecolor"">Maclear</span>]"	 'Yes ']	 'Yes']		 '045 932 1012']	 '045 932 1429']	 'Royal Road , Maclear 5480\t']	 'E 28.34554; S -31.06629\t']
 ' KwaZulu-Natal']	 'Madadeni']	 'Detached Court']	" <span class=""officenamecolor"">Madadeni</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '034 329 7500']	 '034 314 1102']	 '2583 Section 2, Next to Madadeni SAPS, Madadeni 2951\t']	 'E 30.02838; S -27.76073\t']
 ' North West']	 'Madikwe']	 'Detached Court']	" <span class=""officenamecolor"">Madikwe</span>]"	 'Yes ']	 'Yes']		 '014 553 2033/2538']	 '014 553 2733']	 '2 Mogakari Street, Madikwe 2840\t']	 '-25.35227; 26.52444\t']
 ' Gauteng']		 'Periodical Court']	" <span class=""officenamecolor"">Magaliesburg</span>]"	 'No ']	 'No']		 '011 660 3711-3']	 '011 665 5013']	 '5 Koster Road, Magaliesburg\t']	 '-25.99804; 27.53917\t']
 ' Limpopo']	 'Thabamoopo']	 'Branch Court']	" <span class=""officenamecolor"">Magatle</span>]"	 'No ']	 'Yes (Sessions Only)']		 '015 483 0302/3']	 '015 483 0302 Tel/Fax']	 'Area 7 Magatle, Main Road Next to SAPS Magatle \t']	 '-24.45589; 29.41136\t']
 ' KwaZulu-Natal']		 'Periodical Court']	" <span class=""officenamecolor"">Magudu</span>]"	 'No ']	 'No']		 '034 414 1011']	 '034 414 1303/ 907 5901']	 'Main Street, Magudu 3170\t']	 'E 31.64893; S -27.53354\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Mahamba</span>]"	 'No ']	 'No']		 '017 826 2085']	 '017 826 2085 Tel/Fax']	 'Mahamba Border Post, Mahamba\t']	 '-27.10485; 31.06845\t']
 ' KwaZulu-Natal']	 'Mahlabathini']	 'Magistrate Court']	" <span class=""officenamecolor"">Mahlabatini</span>]"	 'Yes ']	 'Yes']		 '035 873 0101/2']	 '035 873 0108']	 'Mashona Main Road, Mahlabatini 3865\t']	 'E 31.46825; S -28.235\t']
 ' Limpopo']	 'Mokerong']	 'Magistrate Court']	" <span class=""officenamecolor"">Mahwelereng</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '015 483 0302/3']	 '015 483 0302 Tel/Fax']	 'Hospital Street, Mokopane 0600\t']	 '-24.15216; 28.98316\t']
 ' North West']		 'Periodical Court']	" <span class=""officenamecolor"">Makgobistad</span>]"	 'No ']	 'No']		 '018 387 8000']	 '018 384 3594']	 'Next to the Police Station, Makgobistadt\t']	 '-25.75749; 25.10491\t']
 ' Free State']	 'Makwane']	 'Detached Court']	" <span class=""officenamecolor"">Makwane</span>]"	 'No ']	 'Yes']		 '058 710 1027 / 1446']	 '058 710 7123']	 'Next to Makwane Police Station, Witsieshoek 9870\t']	 'E 28.88083; S -28.53359\t']
 ' Limpopo']	 'Malamulele']	 'Magistrate Court']	" <span class=""officenamecolor"">Malamulele</span>]"	 'Yes ']	 'Yes']		 '015 851 0022/3/4']	 '015 851 1357']	 'Police Hospital Road, Malamulele 0982\t']	 '-23.00506; 30.6887\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Malelane</span>]"	 'No ']	 'No']		 '013 712 2104/ 3284/ 3267']	 '013 712 5122']	 '57 Imbane Circle, Malelane\t']	 '-25.49439; 31.51089\t']
 ' Limpopo']	 'Thabamoopo']	 'Periodical Court']	" <span class=""officenamecolor"">Malipsdrift</span>]"	 'No ']	 'Yes (Sessions Only)']		 '015 633 7160/ 1/2/3/4']	 '015 633 7177/8']	 'Next to Malipsdrift SAPS\t']	 '-24.17487; 30.00271\t']
 ' Western Cape']	 'Malmesbury']	 'Magistrate Court']	" <span class=""officenamecolor"">Malmesbury</span>]"	 'Yes ']	 'Yes']		 '022 482 1121/ 1166/ 1141']	 '022 482 4307']	 '1 Piet Retief Street, Malmesbury 7300\t']	 'E 18.72991; S -33.4604\t']
 ' Eastern Cape']	 'Matatiele']	 'Magistrate Court']	" <span class=""officenamecolor"">Maluti</span>]"	 'Yes ']	 'Yes']		 '039 256 0101']	 '039 256 0616']	 '138 Police Station Road, Maluti 4740\t']	 'E 28.78665; S -30.26287\t']
 ' Gauteng']	 'Mamelodi']	 'Detached Court']	" <span class=""officenamecolor"">Mamelodi</span>]"	 'No ']	 'Yes']		 '012 805 4001/8282']	 '012 805 1878']	 '20 Shabangu Ave, Pretoria, 0122 \t']	 '-25.71432; 28.34785\t']
 ' North West']	 'Mosses Kotane']	 'Magistrate Court']	" <span class=""officenamecolor"">Mankwe</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '014 555 5800']	 '014 555 5804']	 '934 Unit 1\xa0 Shopping Complex , Mogwase 0314\t']	 '-25.27177; 27.2379\t']
 ' Limpopo']	 'Mankweng, Mapulaneng, Mhala']	 'Magistrate Court']	" <span class=""officenamecolor"">Mankweng</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '015 286 2200']	 '015 267 1063']	 '1057 Unit C, Mankweng, Sovenga 0727\t']	 '-23.88197; 29.70164\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Mantsole Traffic Control Centre</span>]"	 'No ']	 'No']		 '014 736 2231']	 '014 736 5210/0865075648']	 'N1 Mantsole Taffic Control, Pienaarsrivier\t']	 '-25.13319; 28.30846\t']
 ' KwaZulu-Natal']	 'Mapumulo']	 'Magistrate Court']	" <span class=""officenamecolor"">Mapumulo</span>]"	 'Yes ']	 'Yes']		 '032 481 2001']	 '032 481 2044']	 'R47 Main Road, Mapumulo 4470\t']	 'E 31.06571; S -29.1585\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Mara</span>]"	 'No ']	 'No']		 '015 516 0181/2/3']	 '015 516 0044']	 'SAPS  Mara\t']	 '-23.09121; 29.39328\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Marapyane</span>]"	 'No ']	 'No']		 '012 717 2179/ 3364/ 3527/ 3528']	 '012 717 5366']	 'Neu-Halle Section, Marapyane \t']	 '-25.01279; 28.80465\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Marble Hall</span>]"	 'No ']	 'No']		 '013 262 2033/34']	 '013 262 3000']	 '147 Marble East, Next to SAPS Marble Hall\t']	 '-24.96947; 29.2972\t']
 ' North West']		 'Periodical Court']	" <span class=""officenamecolor"">Marikana</span>]"	 'No ']	 'No']		 '014 597 9400']	 '014 592 9853/0191']	 'Marikana Police Station\t']	 '-25.70469; 27.48588\t']
 ' Free State']	 'Marquard']	 'Magistrate Court']	" <span class=""officenamecolor"">Marquard</span>]"	 'Yes ']	 'Yes']		 '051 991 0751']	 '051 991 1202']	 '6 Church Street, Marquard 9610\t']	 'E 27.42927; S -28.66441\t']
 ' Northern Cape']	 'Prieska']	 'Periodical Court']	" <span class=""officenamecolor"">Marydale</span>]"	 'No ']	 'Yes (Sessions Only)']		 '053 353 1105']	 '053 353 2092']	 '12 Cnr Connan & Van Wyk Street, Marydale\t']	 '-29.40617; 22.10617\t']
 ' Mpumalanga']	 'Lydenburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Mashishing</span>]"	 'Yes ']	 'Yes']		 '013 235 2325/6/7']	 '013 235 3411']	 'c/o Voortrekker & De Clercq Street, Mashishing 1120\t']	 '-25.09255; 30.44766\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Masisi</span>]"	 'No ']	 'No']		 '015 967 0045/0038/ 0077']	 '015 967 0085']	 'Next to SAPS Masisi\t']	 '-22.4217; 30.86348\t']
 ' Mpumalanga']		 'Branch Court']	" <span class=""officenamecolor"">Masoyi</span>]"	 'No ']	 'No']	 'Yes']	 '013 796 0261']	 '013 796 0881/ 0865077652']	 'Next to SAPS Masoyi\t']	 '-25.16311; 31.11477\t']
 ' KwaZulu-Natal']	 'Mount Currie']	 'Branch Court']	" <span class=""officenamecolor"">Matatiele</span>]"	 'No ']	 'Yes (Sessions Only)']		 '039 737 3127']	 '039 737 3026']	 '101 Main Road, Matatiele 4730\t']	 'E 28.80729; S -30.34352\t']
 ' Mpumalanga']		 'Periodical Court']	" <span class=""officenamecolor"">Matsulu</span>]"	 'No ']	 'No']		 '013 796 0261']	 '013 796 0881/ 0865077652']	 'Cnr Madiba & Khodesa Street, Matsulu\t']	 '-25.51831; 31.35247\t']
 ' Mpumalanga']		 'Branch Court']	" <span class=""officenamecolor"">Mayflower</span>]"	 'No ']	 'No']		 '017 883 0802/ 0803/0798']	 '017 883 1283']	 'At Home Affaris Building\t']	 '-26.29966; 30.77571\t']
 ' KwaZulu-Natal']		 'Periodical Court']	" <span class=""officenamecolor"">Mbazwana</span>]"	 'No ']	 'No']		 '035 595 1002']	 '035 595 1165']	 'n/a\t']	 'E 32.5989; S -27.48021\t']
 ' Mpumalanga']	 'Nelspruit']	 'Magistrate Court']	" <span class=""officenamecolor"">Mbombela</span>]"	 'Yes ']	 'Yes']		 '013 753 6200/99']	 '013 755 4077/1629']	 '22  Bester Street, Nelspruit 1200\t']	 '-25.46947; 30.97802\t']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">McGregor</span>]"	 ' ']			 'See Robertson']		 ' ']	 ' ']
 ' Eastern Cape']	 'Mdantsane']	 'Magistrate Court']	" <span class=""officenamecolor"">Mdantsane</span>]"	 'Yes ']	 'Yes']		 '043-7085000']	 '043 761 6651']	 'Mazawule N1, Mdantsane 5219\t']	 'E 27.77629; S -32.94659\t']
 ' Gauteng']	 'Soweto']	 'Branch Court']	" <span class=""officenamecolor"">Meadowlands</span>]"	 'No ']	 'Yes (Sessions Only)']		 '011 536 0555']	 '011 536 2382']	 'Heckroodt Cir, Meadowlands East, 1852\t']	 '-26.22093; 27.89793\t']
 ' Limpopo']		 'Branch Court']	" <span class=""officenamecolor"">Mecklenburg</span>]"	 'No ']	 'No']		 '013 216 1091']	 '013 216 1730']	 'R37, SAPS Moroke\t']	 '-24.38702; 30.07393\t']
 ' KwaZulu-Natal']	 'Mtonjaneni']	 'Magistrate Court']	" <span class=""officenamecolor"">Melmoth</span>]"	 'Yes ']	 'Yes']		 '035 450 2094/2007']	 '035 450 3002']	 '25 Reinhold Street, Melmoth 3835\t']	 'E 31.40119; S -28.59116\t']
 ' Free State']	 'Memel']	 'Periodical Court']	" <span class=""officenamecolor"">Memel</span>]"	 'No ']	 'Yes']		 '058 924 0001']	 '058 924 0266']	 '6 Knipe Street, Memel 2970\t']	 'E 29.56714; S -27.68146\t']
 ' Western Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Merweville</span>]"	 'No ']	 'No']		 '023 415 1787']	 '023 414 4658']	 'Voortrekker Street, Merweville\t']	 'E 21.51898; S -32.66249\t']
 ' Gauteng']	 'Midvall']	 'Magistrate Court']	" <span class=""officenamecolor"">Meyerton</span>]"	 'No ']	 'Yes']		 '016 362 0403']	 '016 362 3514']	 'Cnr Fenton & Kruger Street, Meyerton\xa01960\t']	 '-26.555253; 28.014649\t']
 ' KwaZulu-Natal']		 'Periodical Court']	" <span class=""officenamecolor"">Mid-Illovo</span>]"	 'No ']	 'No']		 '033 212 2114/2115']	 '033 212 2790']	 'Main Road, Mid-Illovo\t']	 'E 30.50502; S -29.97061\t']
 ' Eastern Cape']	 'Middelburg [EC]']	 'Magistrate Court']	" <span class=""officenamecolor"">Middelburg [EC]</span>]"	 'Yes ']	 'Yes']		 '049 842 1555']	 '049 842 3423']	 '40 Loop Street, Middelburg 5900\t']	 'E 25.00437; S -31.49658\t']
 ' Mpumalanga']	 'Middelburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Middelburg [MP]</span>]"	 'Yes ']	 'Yes']		 '013 283 7500']	 '013 282 5377']	 '16 Dr Beyers Naude Street, Middelburg 1050\t']	 '-25.76177; 29.45718\t']
 ' Eastern Cape']	 'Middledrift']	 'Magistrate Court']	" <span class=""officenamecolor"">Middledrift</span>]"	 'Yes ']	 'Yes']		 '040 657 3005']	 '040 657 3034']	 'Cnr Mangconde & Mkwayi Streets, Middledrift 5685\t']	 'E 26.98973; S -32.81943\t']
 ' Gauteng']		 'Branch Court']	" <span class=""officenamecolor"">Midrand</span>]"	 'No ']	 'No']		 '011 805 1906']	 '011 805 5044']	 'Cnr old Pretoria Road & North Street, Midrand\t']	 '-25.99721; 28.12795\t']
 ' Western Cape']	 'Mitchells Plain']	 'Magistrate Court']	" <span class=""officenamecolor"">Mitchells Plain</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '021 370 4200/ 4244']	 '021 391 3063/ 392 5075']	 '1st Avenue, East Ridge, Mitchells Plain 7785\t']	 'E 18.52404; S -34.0482\t']
 ' Mpumalanga']	 'Mankweng, Mapulaneng, Mhala']	 'Branch Court']	" <span class=""officenamecolor"">Mkhuhlu</span>]"	 'No ']	 'Yes (Sessions Only)']		 '013 773 0431/0335']	 '013 773 0430']	 'Calcutta Police Station, Mkhuhlu\t']	 '-24.98733; 31.24365\t']
 ' North West']	 'Mahikeng']	 'Magistrate Court']	" <span class=""officenamecolor"">Mmabatho</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '018 387 8000']	 '018 384 3594']	 'University Drive,\xa0 Mmabatho 2735\t']	 '-25.837015; 25.608403\t']
 ' Northern Cape']		 'Periodical Court']	" <span class=""officenamecolor"">Modder River</span>]"	 'No ']	 'No']		 '053 839 9100']	 '053 833 2576/ 832 7404']	 '3 Stasie Street, Modderrivier\t']	 '-29.03226; 24.62946\t']
 ' Limpopo']	 'Waterberg']	 'Magistrate Court']	" <span class=""officenamecolor"">Modimolle</span>]"	 'Yes ']	 'Yes']		 '014 717 5316']	 '014 717 5369']	 'Cnr Van Emmenis & Dr J S Moroka Street, Modimolle 0510\t']	 '-24.70482; 28.40787\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Modjadjiskloof</span>]"	 'No ']	 'No']		 '015 307 3770']	 '015 307 4163']	 'Botha Street, Modjadjiskloof\t']	 '-23.69583; 30.14495\t']
 ' Limpopo']		 'Branch Court']	" <span class=""officenamecolor"">Mogwadi</span>]"	 'No ']	 'No']		 '015 294 6000']	 '015 295 3286']	 'SAPS Mogwadi, 182 Keerom Str, Dendron\t']	 '-23.36444; 29.32263\t']
 ' Limpopo']	 'Potgietersrus']	 'Magistrate Court']	" <span class=""officenamecolor"">Mokopane</span>]"	 'Yes ']	 'Yes']		 '015 491 2158']	 '015 491 8111']	 '70 Hooge Street, Mokopane 0600\t']	 '-24.18494; 29.0152\t']
 ' Eastern Cape']	 'Molteno']	 'Magistrate Court']	" <span class=""officenamecolor"">Molteno</span>]"	 'Yes ']	 'Yes']		 '045 967 0026']	 '045 967 0069']	 'c/o Robinson & Smith Street, Molteno 5500\t']	 'E 26.36311; S -31.3973\t']
 ' Western Cape']	 'Montagu']	 'Magistrate Court']	" <span class=""officenamecolor"">Montagu</span>]"	 'Yes ']	 'Yes']		 '023 614 1105']	 '023 614 3974']	 '39 Piet Retief Street, Montagu 6720\t']	 'E 20.12327; S -33.78516\t']
 ' KwaZulu-Natal']	 'Mooi River']	 'Magistrate Court']	" <span class=""officenamecolor"">Mooi River</span>]"	 'Yes ']	 'Yes']		 '033 263 1468/ 2767']	 '033 263 2761']	 '15 Clogthon Terrace, Mooi River 3300\t']	 'E 29.9967; S -29.207\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Mooketsi Traffic Control Centre</span>]"	 ' ']			 '015 395 7901']	 '015 383 9916']	 'Mooketsi Weigh Station, Along the R81\t']	 '-23.59492; 30.09923\t']
 ' Limpopo']	 'Mookgophong']	 'Magistrate Court']	" <span class=""officenamecolor"">Mookgophong</span>]"	 'No ']	 'Yes']		 '014 743 2217/8']	 '014 743 0367']	 '47 5th Street, Mookgophong 0560\t']	 '-24.51813; 28.71221\t']
 ' Western Cape']	 'Moorreesburg']	 'Magistrate Court']	" <span class=""officenamecolor"">Moorreesburg</span>]"	 'Yes ']	 'Yes']		 '022 433 1084/ 3406']	 '022 433 1488']	 '7 Station Street, Moorreesburg 7310\t']	 'E 18.66481; S -33.15311\t']
 ' Limpopo']	 'Sekgosese']	 'Magistrate Court']	" <span class=""officenamecolor"">Morebeng</span>]"	 'Yes ']	 'Yes']	 'Yes']	 '015 397 7200']	 '015 874 0537']	 'R36, Uitspan Farm Doringboom Road, Morebeng  0810\t']	 '-23.49485; 29.93585\t']
 ' Mpumalanga']	 'Ermelo']	 'Periodical Court']	" <span class=""officenamecolor"">Morgenzon</span>]"	 'No ']	 'Yes (Sessions Only)']		 '017 793 3013']	 '017 793 3023']	 '199 De Jager Street, Morgenzon 2315\t']	 '-26.73589; 29.61921\t']
 ' North West']		 'Periodical Court']	" <span class=""officenamecolor"">Morokweng</span>]"	 'No ']	 'No']		 '053 998 3303']	 '053 998 3302']	 'Morokweng Heuningvlei Road, Morokweng Village\t']	 '-26.13649; 23.77673\t']
 ' Western Cape']	 'Mossel Bay']	 'Magistrate Court']	" <span class=""officenamecolor"">Mossel Bay</span>]"	 'Yes ']	 'Yes']		 '044 693 3113/ 3140/ 3056']	 '044 693 2891']	 'Louis Fourie Street, Mossel Bay 6500\t']	 'E 22.11853; S -34.18425\t']
 ' Limpopo']		 'Periodical Court']	" <span class=""officenamecolor"">Motetema</span>]"	 'No ']	 'No']		 '013 264 8201']	 '015 264 8225/ 0865073717']	 'SAPS Motetema\t']	 '-25.09605; 29.46726\t']
 ' Eastern Cape']	 'Motherwell']	 'Detached Court']	" <span class=""officenamecolor"">Motherwell</span>]"	 'Yes ']	 'Yes']		 '041 403 5600']	 '041 403 5697']	 '10 Tynira street, Motherwell\t']	 'E 25.58362; S -33.79625\t']
 ' North West']		 'Periodical Court']	" <span class=""officenamecolor"">Motswedi</span>]"	 'No ']	 'No']		 '018 363 5600/1/2/3/4']	 '018 363 3387']	 'DP Moloto Street, Lerato 2880\t']	 '-26.13649; 23.77673\t']
 ' Eastern Cape']	 'Mount Ayliff']	 'Magistrate Court']	" <span class=""officenamecolor"">Mount Ayliff</span>]"	 'Yes ']	 'Yes']		 '039 254 0004']	 '039 254 0003']	 '67 Church Street, Mount Ayliff 4735\t']	 'E 29.36761; S -30.80725\t']
 ' Eastern Cape']	 'Mount Fletcher']	 'Magistrate Court']	" <span class=""officenamecolor"">Mount Fletcher</span>]"	 'Yes ']	 'Yes']		 '039 257 0022']	 '039 257 0060']	 'Main Street (on R56), Mount Fletcher 5510\t']	 'E 28.50616; S -30.69286\t']
 ' Eastern Cape']	 'Mount Frere']	 'Magistrate Court']	" <span class=""officenamecolor"">Mount Frere</span>]"	 'Yes ']	 'Yes']		 '039 255 0251']	 '039 255 0793']	 'Main Street, Mount Frere 5090\t']	 'E 28.99232; S -30.90108\t']
 ' KwaZulu-Natal']		 'Branch Court']	" <span class=""officenamecolor"">Mpumalanga</span>]"	 'No ']	 'No']		 '031 736 3471/2/3']	 '031 736 3475']	 '1 Kelly Street, Hammarsdale 3700\t']	 'E 30.65599; S -29.79584\t']
 ' Eastern Cape']	 'Mqanduli']	 'Magistrate Court']	" <span class=""officenamecolor"">Mqanduli</span>]"	 'Yes ']	 'Yes']		 '047 573 0002']	 '047 573 0104']	 '68 Main Street, Mqanduli 5080\t']	 'E 28.76251; S -31.81968\t']
